timestamp,value,value_classification,time_until_update,Close,change,RSI,SMA200,SMA50,SMA5,position,fear,greed,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2018-02-18,63,Greed,,10551.7998046875,-0.050473816513253555,56.90623670090855,,,10311.8861328125,1,0,0,0,0,8129.97021484375,0,0
2018-02-19,67,Greed,,11225.2998046875,0.06382797366007709,60.47170334304893,,,10658.0201171875,1,0,0,0,0,8129.97021484375,0,0
2018-02-20,74,Greed,,11403.7001953125,0.01589270609507487,61.383130376651906,,,10905.480078125,1,0,1,0,0,8129.97021484375,0,1
2018-02-21,54,Neutral,,10690.400390625,-0.06254985596523333,55.83924397355224,,,10996.780078125,1,0,0,0,0,8598.3095703125,0,0
2018-02-22,44,Fear,,10005.0,-0.06411363144322124,51.06659878007817,,,10775.2400390625,0,0,0,0,0,8598.3095703125,0,0
2018-02-23,39,Fear,,10301.099609375,0.02959516335582202,52.93800522698502,,,10725.1,0,0,0,0,0,9494.6298828125,0,0
2018-02-24,31,Fear,,9813.0703125,-0.04737642731178393,49.57289174792241,,,10442.6541015625,0,0,0,0,0,9813.0703125,0,0
2018-02-25,33,Fear,,9664.73046875,-0.015116557715992629,48.56240884604735,,,10094.86015625,0,0,0,0,0,9664.73046875,0,0
2018-02-26,37,Fear,,10366.7001953125,0.07263210586495439,53.40289417565292,,,10030.1201171875,0,0,0,0,0,9664.73046875,0,0
2018-02-27,44,Fear,,10725.599609375,0.03462041028492213,55.698341448068255,,,10174.2400390625,0,0,0,0,0,9664.73046875,0,0
2018-02-28,41,Fear,,10397.900390625,-0.030552997565149287,53.12501556416321,,,10193.6001953125,0,0,0,0,0,9664.73046875,0,0
2018-03-01,38,Fear,,10951.0,0.05319339372337972,56.75651391877699,,,10421.1861328125,0,0,0,0,0,9664.73046875,0,0
2018-03-02,47,Neutral,,11086.400390625,0.012364203326180156,57.622051428643275,,,10705.5201171875,0,0,0,0,0,9664.73046875,0,0
2018-03-03,56,Greed,,11489.7001953125,0.036377885560451295,60.178713123855175,,,10930.1201171875,1,0,0,0,0,9664.73046875,0,0
2018-03-04,44,Fear,,11512.599609375,0.0019930384320943073,60.32507584729583,,,11087.5201171875,0,0,0,0,0,9664.73046875,0,0
2018-03-05,55,Greed,,11573.2998046875,0.005272501204946822,60.737029865052236,,,11322.6,1,0,0,0,0,9664.73046875,0,0
2018-03-06,59,Greed,,10779.900390625,-0.06855429544313296,52.99190163258922,,,11288.380078125,1,0,0,0,0,9664.73046875,0,0
2018-03-07,37,Fear,,9965.5703125,-0.0755415215926486,46.44537657196548,,,11064.2140625,0,0,0,0,0,9965.5703125,0,0
2018-03-08,39,Fear,,9395.009765625,-0.0572531755818666,42.485113318816296,,,10645.2759765625,0,0,0,0,0,9395.009765625,0,0
2018-03-09,37,Fear,,9337.5498046875,-0.006116008644050375,42.09582722688705,,,10210.266015625,0,0,0,0,0,9337.5498046875,0,0
2018-03-10,39,Fear,,8866.0,-0.050500379066334866,38.94227281913313,,,9668.8060546875,0,0,0,0,0,8866.0,0,0
2018-03-11,40,Fear,,9578.6298828125,0.08037783474086391,45.577569651234846,,,9428.551953125,0,0,0,0,0,8866.0,0,0
2018-03-12,41,Fear,,9205.1201171875,-0.03899407015352063,42.94342845328348,,,9276.4619140625,0,0,0,0,0,8866.0,0,0
2018-03-13,41,Fear,,9194.849609375,-0.001115738597840088,42.870058776521766,,,9236.4298828125,0,0,0,0,0,8866.0,0,0
2018-03-14,40,Fear,,8269.8095703125,-0.10060415105858134,36.775626338823834,,,9022.8818359375,0,0,0,0,0,8269.8095703125,0,0
2018-03-15,32,Fear,,8300.8603515625,0.0037547153880626016,37.098873185880876,,,8909.85390625,0,0,0,0,0,8269.8095703125,0,0
2018-03-16,33,Fear,,8338.349609375,0.0045163099033997955,37.514257118423714,,,8661.7978515625,0,0,0,0,0,8269.8095703125,0,0
2018-03-17,31,Fear,,7916.8798828125,-0.05054594090041897,34.73693063323589,,,8404.1498046875,0,0,0,0,0,7916.8798828125,0,0
2018-03-18,29,Fear,,8223.6796875,0.038752615832098325,38.31682865937911,,,8209.9158203125,0,1,0,0,0,7916.8798828125,1,0
2018-03-19,29,Fear,,8630.650390625,0.04948766471821564,42.799106032300436,,,8282.083984375,0,1,0,0,0,7916.8798828125,1,0
2018-03-20,37,Fear,,8913.4697265625,0.03276917997335538,45.749412392790276,,,8404.605859375,0,0,0,0,0,7916.8798828125,0,0
2018-03-21,36,Fear,,8929.2802734375,0.0017737814072429359,45.91734875834857,,,8522.7919921875,0,0,0,0,0,7916.8798828125,0,0
2018-03-22,36,Fear,,8728.4697265625,-0.022488995834565095,44.052122783787404,,9488.0622265625,8685.1099609375,0,0,0,0,0,7916.8798828125,0,0
2018-03-23,28,Fear,,8879.6201171875,0.017316940467241304,45.83563363427127,,9482.243828125,8816.298046875,0,1,0,0,0,7916.8798828125,1,0
2018-03-24,32,Fear,,8668.1201171875,-0.023818586517076135,43.734738117710606,,9478.99123046875,8823.7919921875,0,0,0,0,0,7916.8798828125,0,0
2018-03-25,30,Fear,,8495.7802734375,-0.019882032253830673,42.04366723639117,,9465.4086328125,8740.2541015625,0,0,0,0,0,7916.8798828125,0,0
2018-03-26,31,Fear,,8209.400390625,-0.033708485106174635,39.32271878490919,,9464.0564453125,8596.278125,0,0,0,0,0,7916.8798828125,0,0
2018-03-27,24,Extreme Fear,,7833.0400390625,-0.04584504758621555,36.02321774823438,,9481.611845703124,8417.1921875,0,1,0,0,0,7833.0400390625,1,0
2018-03-28,24,Extreme Fear,,7954.47998046875,0.015503551724572073,37.83575832884482,,9485.6214453125,8232.16416015625,0,1,0,0,0,7833.0400390625,1,0
2018-03-29,18,Extreme Fear,,7165.7001953125,-0.09916170347942321,31.577878714582152,,9476.509453125,7931.68017578125,0,1,0,0,0,7165.7001953125,1,0
2018-03-30,12,Extreme Fear,,6890.52001953125,-0.03840241264367461,29.73043153828866,,9449.008056640625,7610.628125,0,1,0,0,1,6890.52001953125,2,0
2018-03-31,16,Extreme Fear,,6973.52978515625,0.012046952245941878,31.04105048370701,,9413.73904296875,7363.45400390625,0,1,0,0,0,6890.52001953125,1,0
2018-04-01,16,Extreme Fear,,6844.22998046875,-0.01854151465198095,30.099335611633567,,9378.185634765625,7165.6919921875,0,1,0,0,0,6844.22998046875,1,0
2018-04-02,11,Extreme Fear,,7083.7998046875,0.03500318149775872,34.089203430174464,,9357.2622265625,6991.55595703125,0,1,0,0,0,6844.22998046875,1,0
2018-04-03,22,Extreme Fear,,7456.10986328125,0.052557958843978625,39.836548662989415,,9327.853017578125,7049.637890625,0,1,0,0,0,6844.22998046875,1,0
2018-04-04,22,Extreme Fear,,6853.83984375,-0.08077536819799569,34.58308622906435,,9292.963623046875,7042.30185546875,0,1,0,0,0,6844.22998046875,1,0
2018-04-05,17,Extreme Fear,,6811.47021484375,-0.006181881962836755,34.24098216144332,,9239.3004296875,7009.88994140625,0,1,0,0,0,6811.47021484375,1,0
2018-04-06,19,Extreme Fear,,6636.31982421875,-0.025714036045156208,32.79665628482085,,9168.698818359375,6968.30791015625,0,1,0,0,0,6636.31982421875,1,0
2018-04-07,20,Extreme Fear,,6911.08984375,0.041403974915207975,37.26716370383188,,9102.242607421875,6933.76591796875,0,1,0,0,0,6636.31982421875,1,0
2018-04-08,17,Extreme Fear,,7023.52001953125,0.016268081926749334,39.05369867118582,,9020.45900390625,6847.24794921875,0,1,0,0,0,6636.31982421875,1,0
2018-04-09,21,Extreme Fear,,6770.72998046875,-0.03599192973886778,36.53439636412068,,8944.837607421876,6830.6259765625,0,1,0,0,0,6636.31982421875,1,0
2018-04-10,18,Extreme Fear,,6834.759765625,0.009456851084145068,37.63185388535359,,8857.026806640624,6835.28388671875,0,1,0,0,0,6636.31982421875,1,0
2018-04-11,20,Extreme Fear,,6968.31982421875,0.019541295257440083,39.96392006631475,,8768.31919921875,6901.68388671875,0,1,0,0,0,6636.31982421875,1,0
2018-04-12,18,Extreme Fear,,7889.25,0.13215957347142848,53.01089893160832,,8712.29619140625,7097.31591796875,0,1,0,0,0,6636.31982421875,1,0
2018-04-13,23,Extreme Fear,,7895.9599609375,0.0008505194964667506,53.09088840017602,,8670.115390625,7271.80390625,0,1,0,0,0,6636.31982421875,1,0
2018-04-17,26,Fear,,7902.08984375,0.0007763315471234211,53.16931854475669,,8622.1351953125,7498.07587890625,0,1,0,0,0,6636.31982421875,1,0
2018-04-18,24,Extreme Fear,,8163.419921875,0.03307100821331388,56.50787228852706,,8589.1421875,7763.80791015625,0,1,0,0,0,6636.31982421875,1,0
2018-04-19,25,Extreme Fear,,8294.3095703125,0.016033678248838168,58.11834123385196,,8561.73376953125,8029.005859375,0,1,0,0,0,6770.72998046875,1,0
2018-04-20,26,Fear,,8845.830078125,0.06649384172813311,64.14328796617261,,8531.3163671875,8220.321875,0,1,0,0,0,6770.72998046875,1,0
2018-04-21,32,Fear,,8895.580078125,0.0056241188854653235,64.63747203856951,,8494.7159765625,8420.2458984375,0,0,0,0,0,6770.72998046875,0,0
2018-04-22,31,Fear,,8802.4599609375,-0.010468133204319163,62.8902945654875,,8462.80716796875,8600.319921875,0,0,0,0,0,6834.759765625,0,0
2018-04-23,28,Fear,,8930.8798828125,0.014589094689994253,64.32254859518517,,8422.404765625,8753.8119140625,0,1,0,0,0,6968.31982421875,1,0
2018-04-24,29,Fear,,9697.5,0.08583925965266448,71.41508985205573,,8394.6267578125,9034.45,0,1,0,1,0,7889.25,1,1
2018-04-25,64,Greed,,8845.740234375,-0.0878329224671307,57.692170292985665,,8341.74755859375,9034.43203125,1,0,0,0,0,7895.9599609375,0,0
2018-04-26,47,Neutral,,9281.509765625,0.049263206888732425,61.74256041241737,,8297.12576171875,9111.61796875,0,0,0,0,0,7902.08984375,0,0
2018-04-27,55,Greed,,8987.0498046875,-0.031725437819185576,57.72126464108407,,8245.40076171875,9148.5359375,1,0,0,0,0,8163.419921875,0,0
2018-04-28,54,Neutral,,9348.48046875,0.040216831097785066,61.072616482309364,,8216.77236328125,9232.0560546875,1,0,0,0,0,8294.3095703125,0,0
2018-04-29,61,Greed,,9419.080078125,0.0075519876851644074,61.711075737703304,,8205.84255859375,9176.3720703125,1,0,0,0,0,8802.4599609375,0,0
2018-04-30,59,Greed,,9240.5498046875,-0.01895410931393615,59.07256970160898,,8202.753359375,9255.333984375,1,0,0,0,0,8802.4599609375,0,0
2018-05-01,56,Greed,,9119.009765625,-0.013152901248456694,57.277139684163714,,8198.38255859375,9222.833984375,1,0,0,0,0,8802.4599609375,0,0
2018-05-02,52,Neutral,,9235.919921875,0.012820488107240013,58.58120001258419,,8205.78095703125,9272.6080078125,1,0,0,0,0,8845.740234375,0,0
2018-05-03,55,Greed,,9743.8603515625,0.05499619247287524,63.7573049383657,,8209.08556640625,9351.683984375,1,0,0,0,0,8845.740234375,0,0
2018-05-04,56,Greed,,9700.759765625,-0.004423358338729533,63.03742659194634,,8218.998359375,9408.019921875,1,0,0,0,0,8845.740234375,0,0
2018-05-05,63,Greed,,9858.150390625,0.016224566817716557,64.60888805897534,,8232.264375,9531.5400390625,1,0,0,0,0,8987.0498046875,0,0
2018-05-06,67,Greed,,9654.7998046875,-0.020627661161558675,61.00039844512729,,8259.9641796875,9638.698046875,1,0,0,0,0,8987.0498046875,0,0
2018-05-07,56,Greed,,9373.009765625,-0.02918652325920712,56.30726883856849,,8281.40716796875,9666.116015625,1,0,0,0,0,9119.009765625,0,0
2018-05-08,62,Greed,,9234.8203125,-0.014743338221176572,54.10874450174025,,8299.33658203125,9564.3080078125,1,0,0,0,0,9119.009765625,0,0
2018-05-09,53,Neutral,,9325.1796875,0.009784638135047707,55.3367495299826,,8327.502578125,9489.1919921875,1,0,0,0,0,9119.009765625,0,0
2018-05-10,63,Greed,,9043.9404296875,-0.030159124782280555,50.781971940611534,,8343.90779296875,9326.35,1,0,0,0,0,9043.9404296875,0,0
2018-05-11,41,Fear,,8441.490234375,-0.06661368459868511,42.678163876137624,,8340.12458984375,9083.6880859375,0,0,0,0,0,8441.490234375,0,0
2018-05-12,44,Fear,,8504.8896484375,0.007510452811321011,43.69643690954004,,8331.95298828125,8910.0640625,0,0,0,0,0,8441.490234375,0,0
2018-05-13,40,Fear,,8723.9404296875,0.025755864015265972,47.18725438296353,,8327.84619140625,8807.8880859375,0,0,0,0,0,8441.490234375,0,0
2018-05-14,40,Fear,,8716.7900390625,-0.0008196285477451992,47.0846324734557,,8327.61259765625,8686.21015625,0,0,0,0,0,8441.490234375,0,0
2018-05-15,40,Fear,,8510.3798828125,-0.023679606291423294,44.10290107089245,,8320.22779296875,8579.498046875,0,0,0,0,0,8441.490234375,0,0
2018-05-16,32,Fear,,8368.830078125,-0.016632607079429262,42.13243574631546,,8314.2419921875,8564.966015625,0,0,0,0,0,8368.830078125,0,0
2018-05-17,31,Fear,,8094.31982421875,-0.03280150885412081,38.536530563829196,,8306.212783203126,8482.85205078125,0,0,0,0,0,8094.31982421875,0,0
2018-05-18,37,Fear,,8250.9697265625,0.019353065575076878,41.599646138283426,,8307.044169921875,8388.25791015625,0,0,0,0,0,8094.31982421875,0,0
2018-05-19,31,Fear,,8247.1796875,-0.0004593446816679725,41.54569872561686,,8315.326962890626,8294.33583984375,0,0,0,0,0,8094.31982421875,0,0
2018-05-20,32,Fear,,8513.25,0.03226197592169289,46.7650360437444,,8326.50236328125,8294.90986328125,0,0,0,0,0,8094.31982421875,0,0
2018-05-21,41,Fear,,8418.990234375,-0.011072124702669384,45.22444709838844,,8351.5681640625,8304.94189453125,0,0,0,0,0,8094.31982421875,0,0
2018-05-22,30,Fear,,8041.77978515625,-0.04480471395234409,39.60200807220996,,8374.593359375,8294.43388671875,0,0,0,0,0,8041.77978515625,0,0
2018-05-23,26,Fear,,7557.81982421875,-0.060180703011888936,33.796575482854784,,8386.27916015625,8155.80390625,0,1,0,0,0,7557.81982421875,1,0
2018-05-24,27,Fear,,7587.33984375,0.0039058908809461723,34.428009013079205,,8401.141357421875,8023.8359375,0,1,0,0,0,7557.81982421875,1,0
2018-05-25,25,Extreme Fear,,7480.14013671875,-0.014128760440268784,33.19002123623138,,8409.0681640625,7817.21396484375,0,1,0,0,0,7480.14013671875,1,0
2018-05-26,23,Extreme Fear,,7355.8798828125,-0.016612022186092146,31.764198072754912,,8407.063564453125,7604.59189453125,0,1,0,0,0,7355.8798828125,1,0
2018-05-27,19,Extreme Fear,,7368.22021484375,0.0016776146739541087,32.07627304088229,,8417.351171875,7469.87998046875,0,1,0,0,0,7355.8798828125,1,0
2018-05-28,22,Extreme Fear,,7135.990234375,-0.03151778498705937,29.355385758523255,,8423.841572265625,7385.5140625,0,1,0,0,1,7135.990234375,2,0
2018-05-29,16,Extreme Fear,,7472.58984375,0.047169292322396306,37.615454638522976,,8440.56697265625,7362.5640625,0,1,0,0,0,7135.990234375,1,0
2018-05-30,38,Fear,,7406.52001953125,-0.008841623265862797,36.70817404784524,,8450.475576171875,7347.8400390625,0,0,0,0,0,7135.990234375,0,0
2018-05-31,25,Extreme Fear,,7494.169921875,0.011834154516914053,38.816522694694555,,8459.88857421875,7375.498046875,0,1,0,0,0,7135.990234375,1,0
2018-06-01,24,Extreme Fear,,7541.4501953125,0.006308940673935393,39.97802037256048,,8475.302978515625,7410.14404296875,0,1,0,0,0,7135.990234375,1,0
2018-06-02,27,Fear,,7643.4501953125,0.013525250098900043,42.513470968707814,,8491.476787109375,7511.63603515625,0,1,0,0,0,7135.990234375,1,0
2018-06-03,40,Fear,,7720.25,0.010047792910929054,44.41730491256951,,8506.515390625,7561.16806640625,0,0,0,0,0,7135.990234375,0,0
2018-06-04,41,Fear,,7514.47021484375,-0.026654549419546036,40.54289951800133,,8499.019794921875,7582.75810546875,0,0,0,0,0,7135.990234375,0,0
2018-06-05,26,Fear,,7633.759765625,0.015874645500039364,43.6134266364524,,8493.775791015625,7610.67607421875,0,1,0,0,0,7135.990234375,1,0
2018-06-06,42,Fear,,7653.97998046875,0.002648788469189478,44.14002318478284,,8488.81359375,7633.18203125,0,0,0,0,0,7135.990234375,0,0
2018-06-07,38,Fear,,7678.240234375,0.0031696259943396754,44.806044431958924,,8479.11,7640.1400390625,0,0,0,0,0,7406.52001953125,0,0
2018-06-08,40,Fear,,7624.919921875,-0.006944340222814094,43.57628664940354,,8465.72220703125,7621.0740234375,0,0,0,0,0,7406.52001953125,0,0
2018-06-09,39,Fear,,7531.97998046875,-0.012188972783781837,41.441227192366604,,8439.445205078126,7624.5759765625,0,0,0,0,0,7494.169921875,0,0
2018-06-10,24,Extreme Fear,,6786.02001953125,-0.09903902597615177,29.112124677058343,,8397.25400390625,7455.02802734375,0,1,0,0,1,6786.02001953125,2,0
2018-06-11,15,Extreme Fear,,6906.919921875,0.017816025003725366,32.61141755487487,,8359.343203125,7305.616015625,0,1,0,0,0,6786.02001953125,1,0
2018-06-12,19,Extreme Fear,,6582.35986328125,-0.04699056341537011,28.538601247650757,,8312.372802734375,7086.43994140625,0,1,0,0,1,6582.35986328125,2,0
2018-06-13,19,Extreme Fear,,6349.89990234375,-0.03531559589050193,26.031024798094737,,8245.42080078125,6831.4359375,0,1,0,0,1,6349.89990234375,2,0
2018-06-14,17,Extreme Fear,,6675.35009765625,0.05125280718084646,34.68394158462119,,8202.012998046876,6660.1099609375,0,1,0,0,0,6349.89990234375,1,0
2018-06-15,26,Fear,,6456.580078125,-0.03277281585696323,31.97608207816295,,8145.514404296875,6594.22197265625,0,1,0,0,0,6349.89990234375,1,0
2018-06-16,22,Extreme Fear,,6550.16015625,0.014493753193281167,34.33761821094448,,8096.776611328125,6522.87001953125,0,1,0,0,0,6349.89990234375,1,0
2018-06-17,23,Extreme Fear,,6499.27001953125,-0.007769296552266991,33.65339665106091,,8039.79240234375,6506.25205078125,0,1,0,0,0,6349.89990234375,1,0
2018-06-18,27,Fear,,6734.81982421875,0.036242501693211526,39.64789473363672,,7986.107197265625,6583.23603515625,0,1,0,0,0,6349.89990234375,1,0
2018-06-19,32,Fear,,6769.93994140625,0.005214707758210091,40.51093129269003,,7936.695,6602.15400390625,0,0,0,0,0,6349.89990234375,0,0
2018-06-20,34,Fear,,6776.5498046875,0.0009763547887364776,40.68285596503711,,7889.84580078125,6666.14794921875,0,0,0,0,0,6349.89990234375,0,0
2018-06-21,37,Fear,,6729.740234375,-0.006907581536569007,39.80550959280155,,7839.72220703125,6702.06396484375,0,0,0,0,0,6349.89990234375,0,0
2018-06-22,28,Fear,,6083.68994140625,-0.09599929127557916,30.143462578668036,,7766.518798828125,6618.94794921875,0,1,0,0,0,6083.68994140625,1,0
2018-06-23,17,Extreme Fear,,6162.47998046875,0.012951028047344604,32.30167194347274,,7695.753203125,6504.47998046875,0,1,0,0,0,6083.68994140625,1,0
2018-06-24,15,Extreme Fear,,6173.22998046875,0.0017444275736506754,32.6075999750781,,7622.054794921875,6385.13798828125,0,1,0,0,0,6083.68994140625,1,0
2018-06-25,16,Extreme Fear,,6249.18017578125,0.012303153382069887,34.84774380410675,,7553.94240234375,6279.6640625,0,1,0,0,0,6083.68994140625,1,0
2018-06-26,21,Extreme Fear,,6093.669921875,-0.02488490482462502,32.46797380164042,,7488.35560546875,6152.45,0,1,0,0,0,6083.68994140625,1,0
2018-06-27,18,Extreme Fear,,6157.1298828125,0.010414079159373646,34.435649567592655,,7426.801796875,6167.13798828125,0,1,0,0,0,6083.68994140625,1,0
2018-06-28,20,Extreme Fear,,5903.43994140625,-0.041202629509963784,30.597531909008552,,7358.367001953125,6115.32998046875,0,1,0,0,0,5903.43994140625,1,0
2018-06-29,16,Extreme Fear,,6218.2998046875,0.053334982045442514,39.59610567760919,,7301.854189453125,6124.3439453125,0,1,0,0,0,5903.43994140625,1,0
2018-06-30,22,Extreme Fear,,6404.0,0.029863499854496434,44.192048225864944,,7261.104384765625,6155.30791015625,0,1,0,0,0,5903.43994140625,1,0
2018-07-01,27,Fear,,6385.81982421875,-0.00283887816696593,43.84036294359317,,7218.72298828125,6213.737890625,0,1,0,0,0,5903.43994140625,1,0
2018-07-02,27,Fear,,6614.18017578125,0.03576053785551925,49.29842900129952,,7176.527783203125,6305.14794921875,0,1,0,0,0,5903.43994140625,1,0
2018-07-03,31,Fear,,6529.58984375,-0.012789239147277698,47.4584504546654,,7132.783779296875,6430.3779296875,0,0,0,0,0,5903.43994140625,0,0
2018-07-04,33,Fear,,6597.5498046875,0.010407998444580624,49.10205378406919,,7094.527177734375,6506.2279296875,0,0,0,0,0,5903.43994140625,0,0
2018-07-05,37,Fear,,6639.14013671875,0.006303905732049309,50.1302019274265,,7059.93337890625,6553.25595703125,0,0,0,0,0,5903.43994140625,0,0
2018-07-06,34,Fear,,6673.5,0.005175348399594437,51.0106442051451,,7031.516982421875,6610.7919921875,0,0,0,0,0,5903.43994140625,0,0
2018-07-07,34,Fear,,6856.93017578125,0.02748635285551071,55.524881942897295,,7003.63619140625,6659.3419921875,0,0,0,0,0,5903.43994140625,0,0
2018-07-08,38,Fear,,6773.8798828125,-0.012111876720297454,53.13741066155341,,6974.1701953125,6708.2,0,0,0,0,0,6218.2998046875,0,0
2018-07-09,39,Fear,,6741.75,-0.004743202325453666,52.20223696664304,,6938.7401953125,6737.0400390625,0,0,0,0,0,6385.81982421875,0,0
2018-07-10,37,Fear,,6329.9501953125,-0.06108203429191239,41.999859071765414,,6896.95939453125,6675.20205078125,0,0,0,0,0,6329.9501953125,0,0
2018-07-11,29,Fear,,6394.7099609375,0.010230691178732654,43.85810493826222,,6864.017998046875,6619.44404296875,0,1,0,0,0,6329.9501953125,1,0
2018-07-12,33,Fear,,6228.81005859375,-0.025943303661489003,40.29633985047325,,6837.437802734375,6493.82001953125,0,0,0,0,0,6228.81005859375,0,0
2018-07-13,29,Fear,,6238.0498046875,0.0014833886419449716,40.585743940125155,,6810.452001953125,6386.65400390625,0,1,0,0,0,6228.81005859375,1,0
2018-07-14,29,Fear,,6276.1201171875,0.006102918971790272,41.836761414389386,,6786.3716015625,6293.52802734375,0,1,0,0,0,6228.81005859375,1,0
2018-07-15,32,Fear,,6359.64013671875,0.013307587804530119,44.59305664289617,,6766.446806640625,6299.466015625,0,0,0,0,0,6228.81005859375,0,0
2018-07-16,36,Fear,,6741.75,0.06008356684760452,55.08098518421497,,6753.91740234375,6368.8740234375,0,0,0,0,0,6228.81005859375,0,0
2018-07-17,39,Fear,,7321.0400390625,0.08592576690955611,65.68559131932466,,6757.6183984375,6587.32001953125,0,0,0,0,0,6228.81005859375,0,0
2018-07-18,42,Fear,,7370.77978515625,0.006794081964906162,66.41867629379142,,6755.582197265625,6813.866015625,0,0,0,0,0,6228.81005859375,0,0
2018-07-19,44,Fear,,7466.85986328125,0.013035266406750123,67.84758935397602,,6756.788994140625,7052.01396484375,0,0,0,0,0,6228.81005859375,0,0
2018-07-20,47,Neutral,,7354.1298828125,-0.015097374603627811,64.38588910435516,,6753.988193359375,7250.9119140625,0,0,0,0,0,6228.81005859375,0,0
2018-07-21,43,Fear,,7419.2900390625,0.008860348850009636,65.48217989885217,,6751.544990234375,7386.419921875,0,0,0,0,0,6228.81005859375,0,0
2018-07-22,46,Fear,,7418.490234375,-0.00010780070374505346,65.45554588500066,,6747.045791015625,7405.9099609375,0,0,0,0,0,6238.0498046875,0,0
2018-07-23,44,Fear,,7711.10986328125,0.03944463356578143,70.22690087569595,,6746.86298828125,7473.9759765625,0,0,0,1,0,6276.1201171875,0,1
2018-07-24,49,Neutral,,8424.26953125,0.09248469813206439,78.14849720340462,,6765.058974609375,7665.45791015625,0,0,0,1,0,6359.64013671875,0,1
2018-07-25,54,Neutral,,8181.39013671875,-0.028830914494162863,71.20049047254822,,6776.01158203125,7830.9099609375,1,0,0,1,0,6741.75,0,1
2018-07-26,53,Neutral,,7951.580078125,-0.02808936559110453,65.28593295552861,,6781.963583984375,7937.36796875,1,0,0,0,0,7321.0400390625,0,0
2018-07-27,47,Neutral,,8165.009765625,0.026841166837664243,67.9488258368144,,6791.698974609375,8086.671875,0,0,0,0,0,7354.1298828125,0,0
2018-07-28,54,Neutral,,8192.150390625,0.0033240162325662848,68.28202458131639,,6803.043583984375,8182.87998046875,1,0,0,0,0,7354.1298828125,0,0
2018-07-29,54,Neutral,,8218.4599609375,0.0032115585112559852,68.62255474480669,,6816.77318359375,8141.71806640625,1,0,0,0,0,7354.1298828125,0,0
2018-07-30,53,Neutral,,8180.47998046875,-0.004621301393359478,67.49599609910636,,6844.6623828125,8141.53603515625,1,0,0,0,0,7418.490234375,0,0
2018-07-31,48,Neutral,,7780.43994140625,-0.04890178082675012,56.900189090088624,,6862.132783203125,8107.3080078125,0,0,0,0,0,7418.490234375,0,0
2018-08-01,39,Fear,,7624.91015625,-0.01998984457531061,53.39090820043205,,6882.9837890625,7999.2880859375,0,0,0,0,0,7624.91015625,0,0
2018-08-02,39,Fear,,7567.14990234375,-0.007575204523413981,52.10565271162374,,6907.3287890625,7874.28798828125,0,0,0,0,0,7567.14990234375,0,0
2018-08-03,36,Fear,,7434.39013671875,-0.017544223034868245,49.175482459274846,,6922.50958984375,7717.4740234375,0,0,0,0,0,7434.39013671875,0,0
2018-08-04,31,Fear,,7032.85009765625,-0.05401116052267385,41.56247168420404,,6934.034990234375,7487.948046875,0,0,0,0,0,7032.85009765625,0,0
2018-08-05,23,Extreme Fear,,7068.47998046875,0.005066208196926381,42.41437850175945,,6944.40138671875,7345.5560546875,0,1,0,0,0,7032.85009765625,1,0
