timestamp,value,value_classification,time_until_update,Close,change,RSI,SMA200,SMA50,SMA5,position,fear,greed,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2018-02-01,30,Fear,,1036.7900390625,,,,,,0,0,0,0,0,,0,0
2018-02-02,15,Extreme Fear,,915.7849731445312,-0.11671125431276863,,,,,0,1,0,0,0,,1,0
2018-02-03,40,Fear,,964.0189819335938,0.052669578780531134,,,,,0,0,0,0,0,,0,0
2018-02-04,24,Extreme Fear,,834.6820068359375,-0.13416434481221196,,,,,0,1,0,0,0,,1,0
2018-02-05,11,Extreme Fear,,697.9509887695312,-0.16381210682223524,,,,889.8453979492188,0,1,0,0,0,,1,0
2018-02-06,8,Extreme Fear,,793.1220092773438,0.13635774150215973,,,,841.1117919921875,0,1,0,0,0,,1,0
2018-02-07,36,Fear,,757.0679931640625,-0.04545834775929625,,,,809.3683959960938,0,0,0,0,0,,0,0
2018-02-08,30,Fear,,817.8070068359375,0.08022927163784144,,,,780.1260009765625,0,0,0,0,0,,0,0
2018-02-09,44,Fear,,883.864990234375,0.08077453830337444,,,,789.96259765625,0,0,0,0,0,,0,0
2018-02-10,54,Neutral,,860.4149780273438,-0.02653121513593726,,,,822.4553955078125,1,0,0,0,0,697.9509887695312,0,0
2018-02-11,31,Fear,,814.6599731445312,-0.0531778340118092,,,,826.76298828125,0,0,0,0,0,697.9509887695312,0,0
2018-02-12,42,Fear,,868.7069702148438,0.06634301285442423,,,,849.0907836914063,0,0,0,0,0,697.9509887695312,0,0
2018-02-13,35,Fear,,845.2579956054688,-0.026992962429639222,,,,854.5809814453125,0,0,0,0,0,697.9509887695312,0,0
2018-02-14,55,Greed,,923.5609741210938,0.0926379625188114,,,,862.5201782226562,1,0,0,0,0,697.9509887695312,0,0
2018-02-15,71,Greed,,936.9760131835938,0.01452534206013456,44.64372264179951,,,877.8323852539063,1,0,1,0,0,757.0679931640625,0,1
2018-02-16,67,Greed,,944.2100219726562,0.007720591228886686,45.10272611787306,,,903.7423950195313,1,0,0,0,0,757.0679931640625,0,0
2018-02-17,74,Greed,,974.114990234375,0.03167194539964835,47.05709206369775,,,924.8239990234375,1,0,1,0,0,814.6599731445312,0,1
2018-02-18,63,Greed,,923.9210205078125,-0.05152776646470214,44.212050303484446,,,940.5566040039063,1,0,0,0,0,814.6599731445312,0,0
2018-02-19,67,Greed,,943.864990234375,0.02158622791762088,45.618927129671384,,,944.6174072265625,1,0,0,0,0,814.6599731445312,0,0
2018-02-20,74,Greed,,895.3709716796875,-0.051378130406813494,42.79306896189311,,,936.2963989257812,1,0,1,0,0,814.6599731445312,0,1
2018-02-21,54,Neutral,,849.9710083007812,-0.05070519909053717,40.27758949808856,,,917.4485961914063,1,0,0,0,0,845.2579956054688,0,0
2018-02-22,44,Fear,,812.844970703125,-0.043679181095690245,38.2951545289617,,,885.1945922851562,0,0,0,0,0,812.844970703125,0,0
2018-02-23,39,Fear,,864.1890258789062,0.06316586437308924,42.50947902374331,,,873.248193359375,0,0,0,0,0,812.844970703125,0,0
2018-02-24,31,Fear,,840.5150146484375,-0.02739448259759092,41.115113726930744,,,852.5781982421875,0,0,0,0,0,812.844970703125,0,0
2018-02-25,33,Fear,,844.8099975585938,0.0051099419228730625,41.49008202056232,,,842.4660034179688,0,0,0,0,0,812.844970703125,0,0
2018-02-26,37,Fear,,869.3150024414062,0.029006528040185664,43.69316013600303,,,846.3348022460938,0,0,0,0,0,812.844970703125,0,0
2018-02-27,44,Fear,,878.2650146484375,0.010295476532552472,44.51489243377289,,,859.4188110351563,0,0,0,0,0,812.844970703125,0,0
2018-02-28,41,Fear,,855.198974609375,-0.02626318896272517,42.78202769359896,,,857.62080078125,0,0,0,0,0,812.844970703125,0,0
2018-03-01,38,Fear,,872.2000122070312,0.019879628136155958,44.49702203599819,,,863.9578002929687,0,0,0,0,0,812.844970703125,0,0
2018-03-02,47,Neutral,,856.85302734375,-0.017595717322276716,43.23716924728425,,,866.36640625,0,0,0,0,0,812.844970703125,0,0
2018-03-03,56,Greed,,857.2249755859375,0.0004340863955869523,43.27908489802034,,,863.9484008789062,1,0,0,0,0,812.844970703125,0,0
2018-03-04,44,Fear,,866.677978515625,0.01102744693506641,44.40275139556042,,,861.6309936523437,0,0,0,0,0,840.5150146484375,0,0
2018-03-05,55,Greed,,853.6840209960938,-0.014992832218705066,43.137701831465215,,,861.3280029296875,1,0,0,0,0,840.5150146484375,0,0
2018-03-06,59,Greed,,816.9509887695312,-0.04302883891829412,39.694751426809646,,,850.2781982421875,1,0,0,0,0,816.9509887695312,0,0
2018-03-07,37,Fear,,752.8309936523438,-0.07848695454027577,34.516098077340104,,,829.4737915039062,0,0,0,0,0,752.8309936523438,0,0
2018-03-08,39,Fear,,704.5960083007812,-0.06407146591767099,31.216772956060556,,,798.947998046875,0,0,0,0,0,704.5960083007812,0,0
2018-03-09,37,Fear,,728.916015625,0.03451624340431536,34.61065422878891,,,771.39560546875,0,0,0,0,0,704.5960083007812,0,0
2018-03-10,39,Fear,,686.8900146484375,-0.057655477552551515,31.699866228806496,,,738.0368041992188,0,0,0,0,0,686.8900146484375,0,0
2018-03-11,40,Fear,,723.3389892578125,0.05306377124732298,36.67418366628441,,,719.314404296875,0,0,0,0,0,686.8900146484375,0,0
2018-03-12,41,Fear,,699.8309936523438,-0.03249927897511695,34.90832507435503,,,708.714404296875,0,0,0,0,0,686.8900146484375,0,0
2018-03-13,41,Fear,,690.8270263671875,-0.012865916723930004,34.228516658347324,,,705.9606079101562,0,0,0,0,0,686.8900146484375,0,0
2018-03-14,40,Fear,,614.291015625,-0.11078896427179907,29.04984940021542,,,683.0356079101563,0,0,0,0,1,614.291015625,1,0
2018-03-15,32,Fear,,611.3040161132812,-0.004862515380726684,28.866290721476712,,,667.918408203125,0,0,0,0,1,611.3040161132812,1,0
2018-03-16,33,Fear,,601.666015625,-0.015766296694008974,28.246098964317433,,,643.5838134765625,0,0,0,0,1,601.666015625,1,0
2018-03-17,31,Fear,,552.7789916992188,-0.08125275926545106,25.27927999033678,,,614.1734130859375,0,0,0,0,1,552.7789916992188,1,0
2018-03-18,29,Fear,,538.6439819335938,-0.025570815783310774,24.478693954739775,,,583.7368041992188,0,1,0,0,1,538.6439819335938,2,0
2018-03-19,29,Fear,,556.7260131835938,0.033569541026134075,27.63589537341241,,,572.2238037109375,0,1,0,0,1,538.6439819335938,2,0
2018-03-20,37,Fear,,557.1749877929688,0.0008064552378423961,27.716698845935774,,,561.397998046875,0,0,0,0,1,538.6439819335938,1,0
2018-03-21,36,Fear,,561.7319946289062,0.008178771365865423,28.588301961869384,,,553.4111938476562,0,0,0,0,1,538.6439819335938,1,0
2018-03-22,36,Fear,,539.7020263671875,-0.03921793394779349,26.89962749625844,,793.8419396972656,550.79580078125,0,0,0,0,1,538.6439819335938,1,0
2018-03-23,28,Fear,,539.6190185546875,-0.00015380304027901026,26.893181507558978,,783.8985192871094,550.9908081054688,0,1,0,0,1,538.6439819335938,2,0
2018-03-24,32,Fear,,526.4390258789062,-0.024424625935317246,25.834596263477373,,776.1116003417969,544.9334106445312,0,0,0,0,1,526.4390258789062,1,0
2018-03-25,30,Fear,,524.2869873046875,-0.004087916108852063,25.657010043490125,,767.3169604492188,538.355810546875,0,0,0,0,1,524.2869873046875,1,0
2018-03-26,31,Fear,,489.95098876953125,-0.06549084636197922,22.946738170428674,,760.4223400878906,523.999609375,0,0,0,0,1,489.95098876953125,1,0
2018-03-27,24,Extreme Fear,,450.1159973144531,-0.08130403319548385,20.271336865586356,,755.4656402587891,506.0824035644531,0,1,0,0,1,450.1159973144531,2,0
2018-03-28,24,Extreme Fear,,446.27899169921875,-0.008524481773869996,20.02909913990947,,748.5287799072265,487.4143981933594,0,1,0,0,1,446.27899169921875,2,0
2018-03-29,18,Extreme Fear,,385.9679870605469,-0.1351419308559343,16.659293965901938,,741.1067797851563,459.3201904296875,0,1,0,0,1,385.9679870605469,2,0
2018-03-30,12,Extreme Fear,,394.6449890136719,0.022481144146713428,18.776593928190746,,732.6435394287109,433.39179077148435,0,1,0,0,1,385.9679870605469,2,0
2018-03-31,16,Extreme Fear,,396.4570007324219,0.004591498103849512,19.238026373267804,,722.8953796386719,414.6929931640625,0,1,0,0,1,385.9679870605469,2,0
2018-04-01,16,Extreme Fear,,379.60699462890625,-0.04250147196893139,18.202453637241177,,713.2792199707031,400.5911926269531,0,1,0,0,1,379.60699462890625,2,0
2018-04-02,11,Extreme Fear,,386.42498779296875,0.017960662634068703,20.07715548295484,,704.7145202636718,388.6203918457031,0,1,0,0,1,379.60699462890625,2,0
2018-04-03,22,Extreme Fear,,416.89300537109375,0.07884587834793066,28.016706820094655,,695.6782409667969,394.8053955078125,0,1,0,0,1,379.60699462890625,2,0
2018-04-04,22,Extreme Fear,,380.5429992675781,-0.08719265047673075,24.84554418121907,,686.3839410400391,391.98499755859376,0,1,0,0,1,379.60699462890625,2,0
