,Datetime,open,low,high,close,24 period ATR,Short.,Long.,enter_long,exit_long,enter_short,exit_short
23,2022-11-13 17:45:00+00:00,1227.1376953125,1227.1376953125,1228.1246337890625,1228.0328369140625,3.1970621744791665,1233.1222034801137,1233.3040660511363,0,0,0,0
24,2022-11-13 18:00:00+00:00,1228.0037841796875,1227.7667236328125,1229.3360595703125,1227.7667236328125,3.1709442138671875,1233.1430109197443,1233.2832586115057,0,0,0,0
25,2022-11-13 18:15:00+00:00,1227.7061767578125,1222.035400390625,1227.7061767578125,1222.035400390625,3.338343302408854,1232.4505726207387,1232.8188365589488,0,0,0,0
26,2022-11-13 18:30:00+00:00,1221.522705078125,1219.3507080078125,1221.53466796875,1221.53466796875,3.39117431640625,1229.7069868607955,1232.8777299360795,0,0,0,0
27,2022-11-13 18:45:00+00:00,1221.5787353515625,1221.5787353515625,1223.1031494140625,1223.1031494140625,3.3596293131510415,1229.6388882723722,1232.9458285245028,0,0,0,0
28,2022-11-13 19:00:00+00:00,1223.7481689453125,1223.703857421875,1225.958251953125,1224.0284423828125,3.3487345377604165,1228.996903852983,1233.587812943892,0,0,0,0
29,2022-11-13 19:15:00+00:00,1223.815185546875,1223.7330322265625,1228.539306640625,1228.539306640625,3.462834676106771,1229.3000432794745,1233.2846735174005,0,0,0,0
30,2022-11-13 19:30:00+00:00,1228.2301025390625,1228.125244140625,1228.9468994140625,1228.9468994140625,3.18194580078125,1229.0435291637075,1233.5411876331675,0,0,0,0
31,2022-11-13 19:45:00+00:00,1228.6478271484375,1227.7725830078125,1228.9969482421875,1228.035888671875,3.1253255208333335,1228.5968516956675,1233.9878651012075,0,0,0,0
32,2022-11-13 20:00:00+00:00,1228.251220703125,1226.79541015625,1229.6483154296875,1229.42724609375,3.1315816243489585,1228.7226784446023,1233.8060080788352,1,0,0,1
33,2022-11-13 20:15:00+00:00,1228.665283203125,1227.427001953125,1229.128662109375,1227.427001953125,3.0274251302083335,1228.78974498402,1230.4254649769175,0,0,0,0
34,2022-11-13 20:30:00+00:00,1227.9632568359375,1227.9632568359375,1229.0093994140625,1228.63720703125,3.012934366861979,1228.567022150213,1230.6481878107245,1,0,0,1
35,2022-11-13 20:45:00+00:00,1228.0645751953125,1220.98583984375,1228.0645751953125,1220.98583984375,3.268890380859375,1228.4697432084517,1230.7454667524858,0,0,0,0
36,2022-11-13 21:00:00+00:00,1220.8165283203125,1208.52099609375,1220.8165283203125,1211.353759765625,3.654271443684896,1218.8987149325285,1227.234219637784,0,0,0,0
37,2022-11-13 21:15:00+00:00,1210.6602783203125,1208.9202880859375,1213.7130126953125,1213.418701171875,3.505437215169271,1219.1355202414773,1223.6293723366477,0,0,0,0
38,2022-11-13 21:30:00+00:00,1213.5572509765625,1213.130126953125,1225.76513671875,1225.76513671875,3.897125244140625,1220.6838267933238,1222.0810657848012,1,0,0,1
39,2022-11-13 21:45:00+00:00,1225.4879150390625,1218.8353271484375,1225.4879150390625,1218.8353271484375,4.0585276285807295,1221.3315707120028,1221.4333218661222,0,1,1,0
40,2022-11-13 22:00:00+00:00,1218.7841796875,1216.91650390625,1220.3328857421875,1220.3328857421875,4.147511800130208,1221.389814897017,1221.375077681108,0,0,0,0
41,2022-11-13 22:15:00+00:00,1220.3323974609375,1219.9385986328125,1222.1507568359375,1222.1507568359375,4.14886474609375,1221.0020141601562,1221.7628784179688,1,0,0,1
42,2022-11-13 22:30:00+00:00,1222.1265869140625,1222.1265869140625,1224.6907958984375,1224.6907958984375,4.131154378255208,1220.891035600142,1221.873856977983,0,0,0,0
43,2022-11-13 22:45:00+00:00,1224.8143310546875,1224.7425537109375,1227.6490478515625,1227.464111328125,4.0437469482421875,1220.5789240056818,1221.0410711115057,0,0,0,0
44,2022-11-13 23:00:00+00:00,1226.8665771484375,1222.2559814453125,1226.8665771484375,1222.2559814453125,4.1200002034505205,1220.7278053977273,1217.4415061257102,0,0,0,0
45,2022-11-13 23:15:00+00:00,1222.0848388671875,1220.16845703125,1223.775146484375,1222.9228515625,4.0516510009765625,1221.0850441672585,1217.084267356179,0,0,0,0
46,2022-11-13 23:30:00+00:00,1222.910400390625,1220.6461181640625,1223.3739013671875,1221.0631103515625,3.9937947591145835,1221.2430142489347,1216.9262972745028,0,0,0,0
47,2022-11-13 23:45:00+00:00,1220.366455078125,1219.83447265625,1222.693603515625,1222.6788330078125,4.0718027750651045,1220.8513516512785,1217.317959872159,1,0,0,1
48,2022-11-14 00:00:00+00:00,1221.8955078125,1220.940673828125,1225.1456298828125,1225.0108642578125,4.181620279947917,1221.0586603338068,1217.1106511896307,0,0,0,0
49,2022-11-14 00:15:00+00:00,1225.0167236328125,1206.43798828125,1226.428466796875,1206.43798828125,4.7757517496744795,1221.487743030895,1214.5985606800425,0,1,1,0
50,2022-11-14 00:30:00+00:00,1207.6396484375,1204.2138671875,1211.5579833984375,1211.5579833984375,4.9698944091796875,1219.8757601651278,1213.9864224520597,0,0,0,0
51,2022-11-14 00:45:00+00:00,1211.35986328125,1207.616455078125,1211.35986328125,1207.802734375,5.0687713623046875,1219.7578402432528,1214.1043423739347,0,0,0,0
52,2022-11-14 01:00:00+00:00,1207.61767578125,1205.2476806640625,1209.6514892578125,1205.2476806640625,5.13330078125,1220.2463156960227,1213.6158669211648,0,0,0,0
53,2022-11-14 01:15:00+00:00,1204.4202880859375,1199.9635009765625,1204.4202880859375,1200.041259765625,5.1532135009765625,1216.549560546875,1213.062255859375,0,0,0,0
54,2022-11-14 01:30:00+00:00,1199.8836669921875,1189.494140625,1199.8836669921875,1189.494140625,5.558441162109375,1207.1294111772017,1212.0130448774858,0,0,0,0
55,2022-11-14 01:45:00+00:00,1188.32666015625,1184.6583251953125,1189.890380859375,1189.890380859375,5.7254282633463545,1202.734297318892,1211.572343306108,0,0,0,0
56,2022-11-14 02:00:00+00:00,1189.8525390625,1178.5059814453125,1190.4002685546875,1178.5059814453125,6.102152506510417,1197.9881203391335,1209.646523215554,0,0,0,0
57,2022-11-14 02:15:00+00:00,1179.0211181640625,1178.4290771484375,1184.43408203125,1184.43408203125,6.2690175374348955,1197.6867120916193,1209.7517644708807,0,0,0,0
58,2022-11-14 02:30:00+00:00,1184.1546630859375,1183.9697265625,1186.36865234375,1186.36865234375,6.30303955078125,1196.3140869140625,1210.1795654296875,0,0,0,0
59,2022-11-14 02:45:00+00:00,1186.611572265625,1184.2291259765625,1186.9176025390625,1185.466552734375,6.09625244140625,1196.0271439985795,1210.0509810014205,0,0,0,0
60,2022-11-14 03:00:00+00:00,1187.25830078125,1187.25830078125,1191.4832763671875,1189.48583984375,5.8275807698567705,1195.1246504350142,1210.9534745649858,0,0,0,0
61,2022-11-14 03:15:00+00:00,1189.407958984375,1188.633544921875,1192.1776123046875,1192.1776123046875,5.775553385416667,1194.662958318537,1211.415166681463,0,0,0,0
62,2022-11-14 03:30:00+00:00,1192.2698974609375,1192.2698974609375,1194.41455078125,1194.41455078125,5.3423004150390625,1194.5021251331675,1211.5759998668325,0,0,0,0
63,2022-11-14 03:45:00+00:00,1193.788818359375,1192.894287109375,1195.1534423828125,1192.90283203125,5.1476898193359375,1194.5085338245738,1211.5695911754262,0,0,0,0
64,2022-11-14 04:00:00+00:00,1192.966064453125,1191.3365478515625,1192.966064453125,1191.3372802734375,5.0732371012369795,1194.3810757723722,1211.6970492276278,0,0,0,0
65,2022-11-14 04:15:00+00:00,1191.310302734375,1182.89208984375,1191.310302734375,1184.5447998046875,5.33294677734375,1195.1292946555398,1210.9488303444602,0,0,0,0
66,2022-11-14 04:30:00+00:00,1184.351318359375,1180.053466796875,1185.730712890625,1180.053466796875,5.462656656901042,1195.1932650479403,1210.8848599520597,0,0,0,0
67,2022-11-14 04:45:00+00:00,1180.219482421875,1178.7369384765625,1182.9228515625,1182.9228515625,5.5138092041015625,1195.2722500887785,1210.0234042080965,0,0,0,0
68,2022-11-14 05:00:00+00:00,1183.36083984375,1183.36083984375,1185.69384765625,1185.4417724609375,5.412261962890625,1195.2781427556818,1209.5794011896307,0,0,0,0
69,2022-11-14 05:15:00+00:00,1185.2032470703125,1185.2032470703125,1187.2860107421875,1186.3333740234375,5.348765055338542,1195.172274502841,1209.6852694424715,0,0,0,0
70,2022-11-14 05:30:00+00:00,1185.893310546875,1180.449951171875,1185.9146728515625,1180.449951171875,5.4802500406901045,1195.4011563387785,1209.456387606534,0,0,0,0
71,2022-11-14 05:45:00+00:00,1179.74951171875,1179.102294921875,1182.6617431640625,1182.02587890625,5.509429931640625,1193.1605613014915,1211.696982643821,0,0,0,0
72,2022-11-14 06:00:00+00:00,1182.0013427734375,1181.549560546875,1183.3448486328125,1181.560791015625,5.409027099609375,1192.4039029208097,1212.4536410245028,0,0,0,0
73,2022-11-14 06:15:00+00:00,1180.7421875,1179.713623046875,1182.58984375,1182.4639892578125,4.695933024088542,1192.258633700284,1197.728426846591,0,0,0,0
74,2022-11-14 06:30:00+00:00,1182.9378662109375,1182.9378662109375,1201.4205322265625,1201.4205322265625,5.1797841389973955,1194.2430974786932,1195.5458429509943,1,0,0,1
75,2022-11-14 06:45:00+00:00,1206.833740234375,1206.833740234375,1228.4610595703125,1228.4610595703125,6.142242431640625,1197.209872159091,1209.680264559659,0,0,0,0
76,2022-11-14 07:00:00+00:00,1231.93017578125,1229.49560546875,1233.8719482421875,1230.4273681640625,6.1842041015625,1196.5094770951705,1215.7915482954545,0,0,0,0
77,2022-11-14 07:15:00+00:00,1230.8897705078125,1226.7479248046875,1241.1873779296875,1241.1873779296875,6.565673828125,1197.7650312943892,1221.8514237837358,0,0,0,0
78,2022-11-14 07:30:00+00:00,1242.9432373046875,1242.9432373046875,1252.4151611328125,1251.0689697265625,6.594034830729167,1197.6741443980825,1233.1700938831675,0,0,0,0
79,2022-11-14 07:45:00+00:00,1250.3092041015625,1249.706787109375,1254.144287109375,1254.00439453125,6.5609283447265625,1197.4603937322443,1235.1129705255682,0,0,0,0
80,2022-11-14 08:00:00+00:00,1255.036865234375,1255.036865234375,1266.53173828125,1266.53173828125,6.5873057047526045,1198.8415416370738,1246.1192737926137,0,0,0,0
81,2022-11-14 08:15:00+00:00,1265.91552734375,1263.2777099609375,1267.477783203125,1263.6585693359375,6.5121002197265625,1199.3555297851562,1246.8591918945312,0,0,0,0
82,2022-11-14 08:30:00+00:00,1263.1934814453125,1258.6141357421875,1263.841796875,1261.0194091796875,6.629964192708333,1199.247930353338,1246.9667913263495,0,0,0,0
83,2022-11-14 08:45:00+00:00,1260.99462890625,1259.7509765625,1261.742919921875,1261.742919921875,6.600941975911458,1199.0362770774148,1247.1784446022727,0,0,0,0
84,2022-11-14 09:00:00+00:00,1261.286865234375,1254.734375,1261.286865234375,1255.3206787109375,6.6422678629557295,1199.6869506835938,1246.5277709960938,0,0,0,0
85,2022-11-14 09:15:00+00:00,1255.545654296875,1253.96142578125,1257.824462890625,1257.803466796875,6.655558268229167,1199.9056618430398,1246.3090598366477,0,0,0,0
86,2022-11-14 09:30:00+00:00,1257.8291015625,1257.734619140625,1260.27685546875,1260.27685546875,6.6682790120442705,1200.0301236239347,1246.1845980557528,0,0,0,0
87,2022-11-14 09:45:00+00:00,1260.6790771484375,1259.66845703125,1261.49755859375,1259.66845703125,6.650360107421875,1199.1279296875,1247.0867919921875,0,0,0,0
88,2022-11-14 10:00:00+00:00,1258.6597900390625,1255.832763671875,1258.6597900390625,1255.847412109375,6.7422841389973955,1198.8768088600852,1247.3379128196023,0,0,0,0
89,2022-11-14 10:15:00+00:00,1255.7806396484375,1254.79638671875,1257.0174560546875,1256.9669189453125,6.4829457600911455,1198.6088756214488,1247.6058460582387,0,0,0,0
90,2022-11-14 10:30:00+00:00,1257.236083984375,1257.1112060546875,1260.087646484375,1259.699462890625,6.376424153645833,1198.6565662730825,1247.558155406605,0,0,0,0
91,2022-11-14 10:45:00+00:00,1259.455078125,1258.911865234375,1260.29052734375,1260.29052734375,6.2594553629557295,1198.925908868963,1247.654169256037,0,0,0,0
92,2022-11-14 11:00:00+00:00,1260.052734375,1259.9996337890625,1260.8587646484375,1260.6610107421875,6.1797943115234375,1198.2407781427557,1248.3392999822443,0,0,0,0
93,2022-11-14 11:15:00+00:00,1261.021240234375,1257.06201171875,1263.0621337890625,1257.18359375,6.343017578125,1198.5735973011363,1248.0064808238637,0,0,0,0
94,2022-11-14 11:30:00+00:00,1257.2923583984375,1254.8828125,1257.2923583984375,1255.521484375,6.198272705078125,1198.6573597301137,1247.9227183948863,0,0,0,0
95,2022-11-14 11:45:00+00:00,1255.3780517578125,1254.8426513671875,1256.1873779296875,1254.8426513671875,6.1059926350911455,1199.0598477450285,1248.1315585049715,0,0,0,0
96,2022-11-14 12:00:00+00:00,1254.285888671875,1248.2528076171875,1254.285888671875,1249.89013671875,6.305765787760417,1197.3734796697443,1249.8179265802557,0,0,0,0
97,2022-11-14 12:15:00+00:00,1250.5146484375,1250.5146484375,1257.36083984375,1257.36083984375,6.497202555338542,1197.929110440341,1252.4865389737215,0,0,0,0
98,2022-11-14 12:30:00+00:00,1257.78271484375,1257.78271484375,1262.1590576171875,1261.599853515625,5.9072723388671875,1221.7414384321733,1252.5700850053267,0,0,0,0
99,2022-11-14 12:45:00+00:00,1261.330322265625,1260.8216552734375,1262.6146240234375,1261.9451904296875,4.8552907307942705,1239.931102405895,1254.2946056019175,0,0,0,0
100,2022-11-14 13:00:00+00:00,1261.93017578125,1261.912841796875,1266.2557373046875,1266.2557373046875,4.810791015625,1238.9922540838068,1255.2334539240057,0,0,0,0
101,2022-11-14 13:15:00+00:00,1269.1353759765625,1269.1353759765625,1282.6875,1282.6875,4.8938039143880205,1256.8231478604403,1268.8075894442472,0,0,0,0
102,2022-11-14 13:30:00+00:00,1283.4658203125,1280.1063232421875,1284.2176513671875,1280.1063232421875,4.5972849527994795,1260.9850796786222,1271.4853793057528,0,0,0,0
103,2022-11-14 13:45:00+00:00,1279.3160400390625,1252.3980712890625,1279.3160400390625,1259.765869140625,5.5668996175130205,1264.1907404119318,1268.2797185724432,0,1,1,0
104,2022-11-14 14:00:00+00:00,1259.435546875,1257.042236328125,1260.875732421875,1259.2923583984375,5.2046559651692705,1264.0006269975142,1268.4698319868608,0,0,0,0
105,2022-11-14 14:15:00+00:00,1259.24462890625,1249.9710693359375,1259.24462890625,1249.9710693359375,5.418039957682292,1265.0000832297585,1267.4703757546165,0,0,0,0
106,2022-11-14 14:30:00+00:00,1249.91943359375,1243.9488525390625,1251.7503662109375,1246.424560546875,5.5252838134765625,1260.8042602539062,1267.3622436523438,0,0,0,0
107,2022-11-14 14:45:00+00:00,1245.9097900390625,1244.893798828125,1250.8502197265625,1250.8502197265625,5.690470377604167,1261.0897216796875,1267.0767822265625,0,0,0,0
108,2022-11-14 15:00:00+00:00,1250.7896728515625,1250.7896728515625,1252.4774169921875,1251.885498046875,5.468770345052083,1260.9732000177557,1267.1933038884943,0,0,0,0
109,2022-11-14 15:15:00+00:00,1251.8626708984375,1244.0091552734375,1252.5672607421875,1244.0091552734375,5.664398193359375,1261.890791459517,1266.275712446733,0,0,0,0
110,2022-11-14 15:30:00+00:00,1243.3341064453125,1240.248779296875,1244.0177001953125,1244.0177001953125,5.7155100504557295,1258.1816128817472,1266.2848177823153,0,0,0,0
111,2022-11-14 15:45:00+00:00,1244.2421875,1243.763427734375,1245.529052734375,1245.315673828125,5.7128651936848955,1258.1195068359375,1266.346923828125,0,0,0,0
112,2022-11-14 16:00:00+00:00,1245.32421875,1240.1683349609375,1246.880859375,1240.1683349609375,5.832733154296875,1258.5288529829545,1265.8571333451705,0,0,0,0
113,2022-11-14 16:15:00+00:00,1239.9178466796875,1230.925048828125,1239.9178466796875,1233.0791015625,6.125325520833333,1250.3580155806108,1264.7846846147017,0,0,0,0
114,2022-11-14 16:30:00+00:00,1233.348876953125,1233.348876953125,1236.191650390625,1235.8192138671875,6.1249847412109375,1250.6652998490767,1264.4774003462358,0,0,0,0
115,2022-11-14 16:45:00+00:00,1235.16357421875,1231.463134765625,1235.778076171875,1231.463134765625,6.249043782552083,1250.44111217152,1264.7015880237925,0,0,0,0
116,2022-11-14 17:00:00+00:00,1231.767333984375,1231.2513427734375,1235.259521484375,1235.1234130859375,6.3802541097005205,1250.6591075550425,1264.48359264027,0,0,0,0
117,2022-11-14 17:15:00+00:00,1235.194091796875,1233.769287109375,1236.0185546875,1233.769287109375,6.223968505859375,1250.7824540571733,1264.3602461381392,0,0,0,0
118,2022-11-14 17:30:00+00:00,1234.546630859375,1234.546630859375,1239.243408203125,1239.243408203125,6.3516591389973955,1250.6303100585938,1264.5123901367188,0,0,0,0
119,2022-11-14 17:45:00+00:00,1239.1783447265625,1238.863037109375,1240.273681640625,1239.158203125,6.3544057210286455,1249.8039384321733,1265.3387617631392,0,0,0,0
120,2022-11-14 18:00:00+00:00,1239.34423828125,1238.2154541015625,1240.2572021484375,1238.2154541015625,6.1649017333984375,1249.428056196733,1265.7146439985795,0,0,0,0
121,2022-11-14 18:15:00+00:00,1237.6109619140625,1237.5419921875,1239.6629638671875,1239.6629638671875,5.941996256510417,1249.472783868963,1265.6699163263495,0,0,0,0
122,2022-11-14 18:30:00+00:00,1240.72314453125,1240.72314453125,1243.346435546875,1242.8074951171875,5.895548502604167,1249.382862437855,1265.7598377574575,0,0,0,0
123,2022-11-14 18:45:00+00:00,1242.8304443359375,1242.5771484375,1243.4256591796875,1242.936279296875,5.8561960856119795,1247.2578735351562,1267.8848266601562,0,0,0,0
124,2022-11-14 19:00:00+00:00,1242.5767822265625,1239.6605224609375,1242.5767822265625,1239.6605224609375,5.8117319742838545,1247.1439319957387,1267.9987681995738,0,0,0,0
125,2022-11-14 19:15:00+00:00,1238.8026123046875,1232.8067626953125,1238.8026123046875,1233.376220703125,5.412648518880208,1244.300137606534,1270.8425625887785,0,0,0,0
126,2022-11-14 19:30:00+00:00,1233.7020263671875,1232.06591796875,1233.9183349609375,1232.1951904296875,5.3185272216796875,1244.029990456321,1266.2110984108665,0,0,0,0
127,2022-11-14 19:45:00+00:00,1231.1055908203125,1215.578857421875,1231.1055908203125,1215.578857421875,4.856363932291667,1229.6785777698863,1246.7760120738637,0,0,0,0
128,2022-11-14 20:00:00+00:00,1215.379638671875,1214.3328857421875,1220.0181884765625,1214.3328857421875,4.933522542317708,1228.1440318714488,1245.4334827769887,0,0,0,0
129,2022-11-14 20:15:00+00:00,1214.0985107421875,1214.0985107421875,1218.4334716796875,1218.061279296875,4.725758870442708,1227.6885486949575,1238.9772227894175,0,0,0,0
130,2022-11-14 20:30:00+00:00,1217.8101806640625,1216.634521484375,1218.919677734375,1217.7296142578125,4.49591064453125,1227.7700139825995,1238.8957575017755,0,0,0,0
131,2022-11-14 20:45:00+00:00,1217.6910400390625,1215.1572265625,1217.7149658203125,1215.223388671875,4.354909261067708,1226.953779740767,1239.711991743608,0,0,0,0
132,2022-11-14 21:00:00+00:00,1215.929443359375,1215.929443359375,1218.603515625,1217.5311279296875,4.425425211588542,1226.900762384588,1239.765009099787,0,0,0,0
133,2022-11-14 21:15:00+00:00,1218.11962890625,1218.11962890625,1222.50439453125,1222.3284912109375,4.2760569254557295,1227.3381680575285,1233.641202059659,0,0,0,0
134,2022-11-14 21:30:00+00:00,1222.4744873046875,1222.4744873046875,1224.556396484375,1224.534423828125,4.2118479410807295,1226.7266290838068,1234.2527410333807,0,0,0,0
135,2022-11-14 21:45:00+00:00,1224.7125244140625,1223.9822998046875,1226.4703369140625,1226.4703369140625,4.2419484456380205,1225.805458762429,1235.1739113547585,1,0,0,1
136,2022-11-14 22:00:00+00:00,1226.7779541015625,1225.1610107421875,1227.134521484375,1225.1610107421875,4.0444895426432295,1225.6501353870738,1231.8740345348012,0,0,0,0
137,2022-11-14 22:15:00+00:00,1225.1376953125,1224.2779541015625,1225.590576171875,1224.2779541015625,3.714045206705729,1225.2351185191762,1232.2890514026988,0,0,0,0
138,2022-11-14 22:30:00+00:00,1223.695068359375,1219.0732421875,1223.695068359375,1219.272216796875,3.8012186686197915,1225.398282137784,1232.125887784091,0,0,0,0
139,2022-11-14 22:45:00+00:00,1219.45458984375,1218.8851318359375,1223.0635986328125,1222.1986083984375,3.793818155924479,1225.6613547585227,1231.8628151633523,0,0,0,0
140,2022-11-14 23:00:00+00:00,1222.3333740234375,1221.8175048828125,1232.5816650390625,1231.9921875,4.0753173828125,1226.382723721591,1231.141446200284,1,0,0,1
141,2022-11-14 23:15:00+00:00,1232.2593994140625,1232.1146240234375,1238.9224853515625,1238.428955078125,4.2703603108723955,1227.1354037198153,1230.3887662020597,0,0,0,0
142,2022-11-14 23:30:00+00:00,1238.3740234375,1238.2703857421875,1244.5701904296875,1244.5701904296875,4.3047637939453125,1227.7160478071733,1230.9526533647017,0,0,0,0
143,2022-11-14 23:45:00+00:00,1244.9114990234375,1241.4312744140625,1245.0625,1241.4312744140625,4.397288004557292,1227.921991521662,1231.2390192205255,0,0,0,0
144,2022-11-15 00:00:00+00:00,1241.677734375,1241.584716796875,1243.2392578125,1242.37353515625,4.3875478108723955,1227.6662431196733,1231.4947676225142,0,0,0,0
145,2022-11-15 00:15:00+00:00,1242.722412109375,1240.3834228515625,1243.871826171875,1243.871826171875,4.4445241292317705,1228.0262284712358,1231.1347822709517,0,0,0,0
146,2022-11-15 00:30:00+00:00,1244.3790283203125,1243.893798828125,1247.05126953125,1243.893798828125,4.42352294921875,1228.013094815341,1233.1366854580965,0,0,0,0
147,2022-11-15 00:45:00+00:00,1243.6915283203125,1241.1783447265625,1243.6915283203125,1241.1783447265625,4.501312255859375,1227.448780406605,1233.7009998668325,0,0,0,0
148,2022-11-15 01:00:00+00:00,1240.5394287109375,1238.8739013671875,1240.967529296875,1240.6331787109375,4.4608408610026045,1227.510420365767,1233.6393599076705,0,0,0,0
149,2022-11-15 01:15:00+00:00,1240.5465087890625,1240.438720703125,1244.9779052734375,1244.9779052734375,4.364400227864583,1225.8635364879262,1235.2862437855113,0,0,0,0
150,2022-11-15 01:30:00+00:00,1244.833740234375,1243.998291015625,1245.81884765625,1245.81884765625,4.3630727132161455,1225.3365256569602,1235.8132546164773,0,0,0,0
151,2022-11-15 01:45:00+00:00,1246.7470703125,1246.7470703125,1257.035888671875,1256.7921142578125,4.138102213541667,1226.274991122159,1244.8594082919035,0,0,0,0
152,2022-11-15 02:00:00+00:00,1256.359619140625,1255.787841796875,1259.610595703125,1259.610595703125,4.060496012369792,1226.4846635298295,1247.224442915483,0,0,0,0
153,2022-11-15 02:15:00+00:00,1260.1103515625,1257.6519775390625,1261.46923828125,1258.6593017578125,4.0389251708984375,1227.713134765625,1248.913330078125,0,0,0,0
154,2022-11-15 02:30:00+00:00,1258.6097412109375,1258.4608154296875,1261.729736328125,1260.4732666015625,4.079915364583333,1227.6979703036222,1249.1889925870028,0,0,0,0
155,2022-11-15 02:45:00+00:00,1260.3895263671875,1258.59130859375,1260.3895263671875,1258.59130859375,4.0511474609375,1228.0486450195312,1249.6105346679688,0,0,0,0
156,2022-11-15 03:00:00+00:00,1258.48876953125,1258.48876953125,1262.195068359375,1260.745849609375,4.064737955729167,1230.4404296875,1249.874267578125,0,0,0,0
157,2022-11-15 03:15:00+00:00,1260.795654296875,1258.309326171875,1260.795654296875,1258.4940185546875,3.961115519205729,1231.2056995738637,1249.8745006214488,0,0,0,0
158,2022-11-15 03:30:00+00:00,1258.389404296875,1258.100341796875,1259.5740966796875,1258.100341796875,3.929692586263021,1231.1375510475852,1249.9426491477273,0,0,0,0
159,2022-11-15 03:45:00+00:00,1257.911865234375,1255.22021484375,1258.1968994140625,1256.0029296875,3.9500528971354165,1231.3644686612215,1249.715731534091,0,0,0,0
160,2022-11-15 04:00:00+00:00,1256.1412353515625,1255.4534912109375,1257.34228515625,1257.2803955078125,3.9465230305989585,1230.9122980291193,1250.1679021661932,0,0,0,0
161,2022-11-15 04:15:00+00:00,1257.192138671875,1254.7069091796875,1257.5457763671875,1254.9100341796875,4.0101165771484375,1230.7296253551137,1250.3505748401988,0,0,0,0
162,2022-11-15 04:30:00+00:00,1254.3651123046875,1253.6280517578125,1254.4910888671875,1254.2022705078125,3.8466695149739585,1229.436601118608,1251.6435990767045,0,0,0,0
163,2022-11-15 04:45:00+00:00,1254.2166748046875,1254.027099609375,1255.7847900390625,1255.7847900390625,3.7458038330078125,1231.6636186079545,1252.348954634233,0,0,0,0
164,2022-11-15 05:00:00+00:00,1255.942138671875,1255.942138671875,1258.795654296875,1258.270263671875,3.4227498372395835,1241.512245871804,1252.7974465110085,0,0,0,0
165,2022-11-15 05:15:00+00:00,1258.3284912109375,1258.0177001953125,1259.358154296875,1258.53173828125,3.1898396809895835,1247.3556296608665,1253.109824440696,0,0,0,0
