timestamp,Open,Close,Low,High,Volume,change,RSI,SMA200,SMA50,SMA5,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2022-04-21 16:00:00+00:00,42174.58984375,42163.45703125,42162.94921875,42174.58984375,0,,,,,,0,0,,0,0
2022-04-21 16:05:00+00:00,42119.73046875,42080.8359375,42080.8359375,42119.73046875,45121536,-0.0019595426838165952,,,,,0,0,,0,0
2022-04-21 16:10:00+00:00,42055.14453125,42077.33984375,42050.36328125,42077.33984375,83560448,-8.308042537918947e-05,,,,,0,0,,0,0
2022-04-21 16:15:00+00:00,42069.2734375,42100.4453125,42069.2734375,42100.4453125,7761920,0.000549119046874047,,,,,0,0,,0,0
2022-04-21 16:20:00+00:00,42110.125,42106.734375,42106.734375,42114.921875,29306880,0.00014938232727268463,,,,42105.7625,0,0,,0,0
2022-04-21 16:25:00+00:00,42082.8203125,42057.78515625,42057.78515625,42082.8203125,0,-0.0011625033258115813,,,,42084.628125,0,0,,0,0
2022-04-21 16:30:00+00:00,42024.05078125,41959.125,41959.125,42024.05078125,1267712,-0.0023458238678871757,,,,42060.2859375,0,0,,0,0
2022-04-21 16:35:00+00:00,41959.484375,41976.19921875,41959.484375,41981.25390625,4220928,0.00040692504312223043,,,,42040.0578125,0,0,,0,0
2022-04-21 16:40:00+00:00,41965.08984375,41993.8125,41965.08984375,41993.8125,16275456,0.00041960162134291323,,,,42018.73125,0,0,,0,0
2022-04-21 16:45:00+00:00,41994.76171875,42038.58203125,41993.69140625,42038.58203125,55218176,0.0010660982793595508,,,,42005.10078125,0,0,41959.125,0,0
2022-04-21 16:50:00+00:00,42020.984375,41963.1171875,41963.1171875,42020.984375,9107456,-0.001795132949391598,,,,41986.1671875,0,0,41959.125,0,0
2022-04-21 16:55:00+00:00,41925.40625,41919.80859375,41919.80859375,41927.79296875,62588928,-0.0010320633130396217,,,,41978.30390625,0,0,41919.80859375,0,0
2022-04-21 17:00:00+00:00,41901.40234375,41846.55078125,41844.5546875,41901.40234375,7065600,-0.0017475703004742327,,,,41952.37421875,0,0,41846.55078125,0,0
2022-04-21 17:05:00+00:00,41840.3359375,41815.8515625,41815.8515625,41840.3359375,0,-0.0007336140775491273,,,,41916.78203125,0,0,41815.8515625,0,0
2022-04-21 17:10:00+00:00,41801.921875,41795.94921875,41795.94921875,41825.171875,103262208,-0.0004759521331343386,18.600397826638364,,,41868.25546875,0,1,41795.94921875,1,0
2022-04-21 17:15:00+00:00,41794.54296875,41761.72265625,41761.72265625,41794.54296875,81219584,-0.0008188966428508415,17.498273155416012,,,41827.9765625,0,1,41761.72265625,1,0
