timestamp,Open,Close,Low,High,Volume,change,RSI,SMA200,SMA50,SMA5,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2022-04-09 16:00:00+00:00,42262.921875,42286.05859375,42262.921875,42287.10546875,0,,,,,,0,0,,0,0
2022-04-09 16:05:00+00:00,42291.2109375,42315.421875,42291.2109375,42315.421875,18597888,0.0006943962673868764,,,,,0,0,,0,0
2022-04-09 16:10:00+00:00,42319.984375,42325.15234375,42319.984375,42325.15234375,0,0.0002299508859617827,,,,,0,0,,0,0
2022-04-09 16:15:00+00:00,42327.40234375,42363.97265625,42327.40234375,42363.97265625,0,0.0009171925049369367,,,,,0,0,,0,0
2022-04-09 16:20:00+00:00,42367.25,42385.390625,42367.25,42387.16796875,0,0.0005055703562975022,,,,42335.19921875,0,0,,0,0
2022-04-09 16:25:00+00:00,42389.2578125,42418.0625,42389.2578125,42418.82421875,0,0.0007708286869185788,,,,42361.6,0,0,,0,0
2022-04-09 16:30:00+00:00,42418.4453125,42458.45703125,42418.4453125,42458.45703125,59516928,0.000952295528585223,,,,42390.20703125,0,0,,0,0
2022-04-09 16:35:00+00:00,42455.83203125,42438.13671875,42438.13671875,42455.83203125,0,-0.00047859281567963485,,,,42412.80390625,0,0,,0,0
2022-04-09 16:40:00+00:00,42435.33984375,42447.59765625,42435.33984375,42447.59765625,0,0.0002229347994870956,,,,42429.52890625,0,0,,0,0
2022-04-09 16:45:00+00:00,42448.91015625,42455.1796875,42448.765625,42455.1796875,0,0.00017862097429865997,,,,42443.48671875,0,0,42286.05859375,0,0
2022-04-09 16:50:00+00:00,42459.45703125,42483.09765625,42459.45703125,42487.0703125,0,0.0006575868705656074,,,,42456.49375,0,0,42315.421875,0,0
2022-04-09 16:55:00+00:00,42482.18359375,42453.16796875,42453.16796875,42482.18359375,0,-0.0007045081256120689,,,,42455.4359375,0,0,42325.15234375,0,0
2022-04-09 17:00:00+00:00,42452.94140625,42446.875,42443.9765625,42452.94140625,0,-0.00014823319556811487,,,,42457.18359375,0,0,42363.97265625,0,0
2022-04-09 17:05:00+00:00,42452.26953125,42456.5234375,42450.75390625,42456.5234375,3311616,0.00022730619156297038,,,,42458.96875,0,0,42385.390625,0,0
2022-04-09 17:10:00+00:00,42478.62890625,42514.59375,42478.62890625,42514.59765625,0,0.00136775948189638,83.44863072437253,,,42470.8515625,1,0,42418.0625,0,1
2022-04-09 17:15:00+00:00,42511.7109375,42506.6015625,42506.6015625,42511.7109375,0,-0.00018798691919763577,81.3978528757446,,,42475.55234375,1,0,42438.13671875,0,1
2022-04-09 17:20:00+00:00,42502.671875,42519.62890625,42502.671875,42521.1640625,0,0.0003064781297756891,82.16715160078874,,,42488.84453125,1,0,42438.13671875,0,1
2022-04-09 17:25:00+00:00,42521.26171875,42529.92578125,42521.140625,42532.328125,0,0.00024216756507211556,82.77355530165251,,,42505.4546875,1,0,42446.875,0,1
2022-04-09 17:30:00+00:00,42521.2734375,42582.13671875,42521.2734375,42582.13671875,18728960,0.0012276282297916108,85.47134069816462,,,42530.57734375,1,0,42446.875,0,1
2022-04-09 17:35:00+00:00,42582.4921875,42576.75390625,42574.8671875,42582.4921875,7933952,-0.00012641010796510255,84.01058298625125,,,42543.009375,1,0,42446.875,0,1
2022-04-09 17:40:00+00:00,42586.40625,42562.6328125,42562.6328125,42586.40625,0,-0.0003316620562735517,80.14106773071083,,,42554.215625,1,0,42446.875,0,1
2022-04-09 17:45:00+00:00,42571.75,42584.14453125,42571.75,42584.14453125,0,0.0005054132540336376,81.53625891784908,,,42567.11875,1,0,42446.875,0,1
2022-04-09 17:50:00+00:00,42579.7578125,42570.1953125,42569.45703125,42579.7578125,0,-0.0003275683685453057,77.72307911289806,,,42575.17265625,1,0,42456.5234375,0,1
2022-04-09 17:55:00+00:00,42562.72265625,42579.19921875,42562.72265625,42579.19921875,0,0.00021150728071384073,78.42447566235883,,,42574.58515625,1,0,42506.6015625,0,1
2022-04-09 18:00:00+00:00,42577.38671875,42613.03515625,42577.38671875,42613.03515625,0,0.0007946588503500163,80.86293604372054,,,42581.84140625,1,0,42506.6015625,0,1
2022-04-09 18:05:00+00:00,42604.765625,42594.81640625,42594.81640625,42604.765625,0,-0.0004275393652012349,75.88945115664278,,,42588.278125,1,0,42519.62890625,0,1
