,Time,Open,High,Low,Close,Volume,Close time,Quota,Trade,buy_base,buy_quote,Ignore,TT,SMA200,SMA50,SMA5,10d_low,Buy,Sell,Buyprice,Sellprice,RSI,overbrough,oversell
13,1611014400000,36622.46000000,37850.00000000,35844.06000000,35891.49000000,79611.30776900,1611100799999,2935348499.34421406,1939371,38704.68162000,1428235709.85196932,0,2021-01-19,,,36217.71399999999,34051.24,0,0,35173.6602,35901.94000000,,0,0
14,1611100800000,35901.94000000,36415.31000000,33400.00000000,35468.23000000,89368.42291800,1611187199999,3126721093.52077622,2234539,42546.63407700,1489289968.43647013,0,2021-01-20,,,35962.916,34051.24,0,0,34758.8654,35468.23000000,46.860187829363795,0,0
15,1611187200000,35468.23000000,35600.00000000,30071.00000000,30850.13000000,135004.07665800,1611273599999,4386783586.50422555,2881505,63256.21044800,2057240516.61919266,0,2021-01-21,,,34933.945999999996,30850.13,0,0,30233.1274,30851.99000000,37.78963617772562,0,0
16,1611273600000,30851.99000000,33826.53000000,28850.00000000,32945.17000000,142971.68404900,1611359999999,4483295872.02227268,2707810,70150.18845500,2201161570.49867076,0,2021-01-22,,,34357.257999999994,30850.13,0,0,32286.2666,32950.00000000,43.16444985429337,0,0
17,1611360000000,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500,1611446399999,2089098295.75843661,1700056,32680.77612800,1057114174.55222724,0,2021-01-23,,,33446.604,30850.13,0,0,31436.44,32078.00000000,41.5637425471639,0,0
18,1611446400000,32078.00000000,33071.00000000,30900.00000000,32259.90000000,57978.03796600,1611532799999,1864609665.36570168,1528287,27826.11919700,895721122.01695440,0,2021-01-24,,,32720.286,30850.13,0,0,31614.702,32259.45000000,42.04920789028926,0,0
19,1611532800000,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100,1611619199999,2958759288.56356839,2106548,44489.52413200,1488432034.49242141,0,2021-01-25,,,32077.48,30850.13,0,1,31609.116,32254.19000000,42.03742264139643,0,0
20,1611619200000,32254.19000000,32921.88000000,30837.37000000,32467.77000000,84972.20691000,1611705599999,2708545364.49464120,2010392,42402.31291700,1352678098.86632097,0,2021-01-26,,,32401.007999999994,30850.13,0,1,31818.4146,32464.01000000,42.68560134108525,0,0
21,1611705600000,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100,1611791999999,2958081421.64155914,2065953,46664.38163800,1440079785.12051182,0,2021-01-27,,,31885.20399999999,30366.15,0,0,29758.827,30362.19000000,38.16300097451052,0,0
22,1611792000000,30362.19000000,33783.98000000,29842.10000000,33364.86000000,92621.14561700,1611878399999,2953553214.06568187,2060660,46067.78232600,1468956156.48507130,0,2021-01-28,,,32142.57599999999,30366.15,0,1,32697.5628,33368.18000000,46.82090402509747,0,0
