,Time,Open,High,Low,Close,Volume,Close time,Quota,Trade,buy_base,buy_quote,Ignore,TT,SMA200,SMA50,SMA5,10d_low,Buy,Sell,Buyprice,Sellprice,RSI,overbrough,oversell
23,1611878400000,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600,1611964799999,8195593336.22846664,4403349,116537.24784700,4121941033.63732514,0,2021-01-29,,,32541.035999999993,30366.15,0,1,33567.155999999995,34246.28000000,49.09227603053149,0,0
24,1611964800000,34246.28000000,34933.00000000,32825.00000000,34262.88000000,84889.68134000,1612051199999,2884500062.93807842,2201040,42418.46709900,1441981400.65363825,0,2021-01-30,,,32942.77199999999,30366.15,0,1,33577.6224,34262.89000000,49.1204440626718,0,0
25,1612051200000,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400,1612137599999,2289641045.75801233,1707064,32480.44735800,1082502551.52057114,0,2021-01-31,,,33067.814,30366.15,0,1,32431.120400000003,33092.97000000,46.110653501375296,0,0
26,1612137600000,33092.97000000,34717.27000000,32296.16000000,33526.37000000,82718.27688200,1612223999999,2791776658.00560560,1810492,41855.84148600,1413158966.72809792,0,2021-02-01,,,33699.85799999999,30366.15,0,0,32855.8426,33517.09000000,47.39654142985073,0,0
27,1612224000000,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000,1612310399999,2716321896.31760851,1789672,39216.56310600,1364790964.63689959,0,2021-02-02,,,34120.134,30366.15,0,1,34756.915199999996,35472.71000000,52.82291545224186,0,0
28,1612310400000,35472.71000000,37662.63000000,35362.38000000,37618.87000000,80784.33366300,1612396799999,2951232788.18430528,1881740,39863.07506000,1456248046.14191715,0,2021-02-03,,,34793.46799999999,30366.15,0,1,36866.492600000005,37620.26000000,58.00043410954048,0,0
29,1612396800000,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800,1612483199999,3452669022.15329251,2211866,45516.21369000,1707710013.88953844,0,2021-02-04,,,35328.223999999995,30366.15,0,1,36197.9268,36936.65000000,55.90639197998928,0,0
30,1612483200000,36936.65000000,38310.12000000,36570.00000000,38290.24000000,66681.33427500,1612569599999,2509278291.75158661,1853253,32756.38503100,1232713879.83813833,0,2021-02-05,,,36367.67599999999,30366.15,0,1,37524.4352,38289.32000000,59.064350270932806,0,0
31,1612569600000,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300,1612655999999,3922095148.92815047,2291646,52015.51336200,2065180747.34722405,0,2021-02-06,,,37499.78999999999,33092.98,0,1,38403.2012,39181.01000000,61.05428293774378,0,0
32,1612656000000,39181.01000000,39700.00000000,37351.00000000,38795.69000000,84363.67976300,1612742399999,3256521384.24061093,1976357,40764.38895900,1574482907.56390225,0,2021-02-07,,,38165.67999999999,33092.98,0,1,38019.7762,38795.69000000,59.69084220513614,0,0
33,1612742400000,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400,1612828799999,5881536976.63569947,3230961,72345.89156800,3069313839.44113577,0,2021-02-08,,,39916.87999999999,33092.98,0,1,45447.3726,46374.86000000,72.5017064167981,1,0
34,1612828800000,46374.86000000,48142.19000000,44961.09000000,46420.42000000,115499.86171200,1612915199999,5386255398.01718726,3119034,57429.56434700,2679451036.49180349,0,2021-02-09,,,41813.63199999999,33092.98,0,1,45492.0116,46420.42000000,72.55815315915851,1,0
35,1612915200000,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000,1613001599999,4431650130.25110525,2891592,47971.98573100,2190231238.81758670,0,2021-02-10,,,43117.09999999999,33526.37,0,1,43911.428400000004,44807.58000000,67.29098018249957,0,0
36,1613001600000,44807.58000000,48678.90000000,43994.02000000,47969.51000000,89561.08145400,1613087999999,4185630934.41089499,2570949,46138.33674000,2158335922.69232338,0,2021-02-11,,,44873.61399999999,35466.24,0,1,47010.1198,47968.66000000,71.63784588104707,1,0
37,1613088000000,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700,1613174399999,4080571908.96766153,2418841,41841.03913500,1990472918.92858487,0,2021-02-12,,,46571.995999999985,36936.66,0,1,46341.848,47298.15000000,69.49293698412306,0,0
38,1613174400000,47298.15000000,48150.00000000,46202.53000000,47153.69000000,63768.09739900,1613260799999,3007710147.41815964,2058823,30996.30985900,1462495399.99281157,0,2021-02-13,,,46727.75999999999,36936.66,0,1,46210.616200000004,47156.78000000,69.05568038257482,0,0
39,1613260800000,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300,1613347199999,3584808348.83473272,2090070,38752.15668100,1884009921.06286063,0,2021-02-14,,,47159.23399999998,38290.24,0,1,47606.2342,48580.47000000,71.13570655314538,1,0
40,1613347200000,48580.47000000,49010.92000000,45570.79000000,47911.10000000,79398.15678400,1613433599999,3782219060.66472205,2313155,38176.36466100,1819251655.78142706,0,2021-02-15,,,47779.93799999998,38795.69,0,1,46952.878,47911.10000000,68.80402184728936,0,0
41,1613433600000,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,1613519999999,4349983777.69236727,2199849,45608.60383800,2236524604.98835597,0,2021-02-16,,,48012.72599999998,38795.69,0,1,48150.780999999995,49133.45000000,70.70029846602733,1,0
42,1613520000000,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800,1613606399999,4365831514.81529820,2514374,45055.44624100,2294099235.28002256,0,2021-02-17,,,48979.14799999998,44807.58,0,1,51077.3158,52117.67000000,74.74003106062135,1,0
43,1613606400000,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,1613692799999,3149973077.48746591,1891592,28893.35862300,1498231635.84390890,0,2021-02-18,,,49858.92999999998,44807.58,0,1,50521.547999999995,51552.61000000,72.69033042049064,1,0
44,1613692800000,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000,1613779199999,4251167827.68424644,2339215,40556.02024600,2164871310.22394144,0,2021-02-19,,,51324.57199999998,44807.58,0,1,54787.88,55906.00000000,77.73758667882416,1,0
45,1613779200000,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,1613865599999,4551890859.85127464,2642846,38636.06627400,2172833878.44096487,0,2021-02-20,,,52910.58999999999,47153.69,0,1,54724.366200000004,55841.19000000,77.50792783837687,1,0
46,1613865600000,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100,1613951999999,3317998263.34788921,1950533,29506.08908500,1683107088.15736952,0,2021-02-21,,,54565.61399999999,47153.69,0,1,56260.3986,57412.35000000,79.11489066183037,1,0
47,1613952000000,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,1614038399999,7213386720.43679782,3313083,63677.66197900,3427217154.52097287,0,2021-02-22,,,54959.205999999984,47153.69,0,0,53005.9166,54087.67000000,68.02535506150818,0,0
48,1614038400000,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100,1614124799999,8215839131.24338574,3825196,82464.14299200,4002195292.09735604,0,2021-02-23,,,54426.885999999984,47911.1,0,0,47913.18,48891.00000000,55.02708251428844,0,0
49,1614124800000,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,1614211199999,4574033001.37953613,2194532,45750.71483100,2278566606.13834688,0,2021-02-24,,40533.7056,53180.92599999999,47911.1,0,0,48682.676,49676.21000000,56.38323374020058,0,0
50,1614211200000,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100,1614297599999,4152188728.14161469,2305679,40610.66475900,2026068517.64636189,0,2021-02-25,,40739.793,51427.43399999999,47073.73,0,0,46132.2554,47073.73000000,50.90423616484729,0,0
51,1614297600000,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,1614383999999,5086374532.73461493,2371766,53626.90462200,2494190193.25228294,0,2021-02-26,,40876.6848,49201.09399999998,46276.87,0,0,45351.3326,46276.88000000,49.323758830021795,0,0
52,1614384000000,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200,1614470399999,3105897438.55097179,1757720,31987.01964700,1505012110.94959802,0,2021-02-27,,40987.157199999994,47604.84599999998,46106.43,0,0,45184.3014,46103.67000000,48.973515551369445,0,0
53,1614470400000,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,1614556799999,3708359965.45458128,1838345,40688.17185000,1817797446.60238093,0,2021-02-28,,41088.106,46853.77799999998,45135.66,0,0,44232.946800000005,45134.11000000,46.929477990056334,0,0
54,1614556800000,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800,1614643199999,4057515794.86572823,2147223,42616.99436100,2032566685.61430702,0,2021-03-01,,41316.84619999999,46835.94399999998,45135.66,0,1,48595.2894,49595.76000000,55.998441969791344,0,0
55,1614643200000,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,1614729599999,3120472069.90945280,1855583,31377.03807700,1525145370.14352052,0,2021-03-02,,41577.56979999999,47109.32799999999,45135.66,0,1,47471.837,48436.61000000,53.46454037624626,0,0
56,1614729600000,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500,1614815999999,4109521257.54070026,2242131,40955.36839900,2077586898.67821050,0,2021-03-03,,41903.53239999999,47923.827999999994,45135.66,0,1,49342.382600000004,50349.37000000,56.956875388434604,0,0
57,1614816000000,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,1614902399999,4079837240.85676201,2291936,40269.97788800,1987955554.80481454,0,2021-03-04,,42123.586599999995,48377.36,45135.66,0,0,47406.608199999995,48374.09000000,52.56080139062951,0,0
58,1614902400000,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200,1614988799999,3727133104.83731038,2054216,38318.31037700,1827025012.21754943,0,2021-03-05,,42315.73079999999,49100.57,45135.66,0,0,47776.6758,48746.81000000,53.302829586899904,0,0
59,1614988800000,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,1615075199999,2143910705.29150321,1476474,21500.61561700,1038365872.97995482,0,2021-03-06,,42558.53039999999,48959.604,45135.66,0,0,47904.556,48882.20000000,53.573075977243164,0,0
60,1615075200000,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200,1615161599999,2778875909.44912621,1758101,27885.59696400,1402782879.72115338,0,2021-03-07,,42858.06579999999,49465.82400000001,45135.66,0,1,49952.315,50959.11000000,57.786021477620345,0,0
61,1615161600000,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,1615247999999,3400847931.03607402,1999401,33595.42957000,1706117798.10549939,0,2021-03-08,,43188.996999999996,49870.98400000001,45135.66,0,1,51327.6666,52375.18000000,60.38608114739792,0,0
62,1615248000000,52375.18000000,54895.00000000,51789.41000000,54884.50000000,71656.73707600,1615334399999,3861450964.65490351,2194398,35011.54108600,1886844773.68462989,0,2021-03-09,,43554.06159999999,51173.066000000006,45135.66,0,1,53786.81,54874.67000000,64.58613758816244,0,0
63,1615334400000,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300,1615420799999,4700197563.35921245,2647284,42651.88740500,2366856292.86677151,0,2021-03-10,,43953.263599999984,52593.042,48374.09,0,1,54734.55819999999,55851.59000000,66.07883531495426,0,0
64,1615420800000,55851.59000000,58150.00000000,54272.82000000,57773.16000000,81914.81285900,1615507199999,4612366201.00222005,2509970,40603.44966800,2288704819.09510673,0,2021-03-11,,44399.36219999999,54371.234,48374.09,0,1,56617.696800000005,57773.15000000,68.88517322973365,0,0
65,1615507200000,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700,1615593599999,4162054726.37883880,2489931,35802.94146200,2030616300.47343136,0,2021-03-12,,44926.793999999994,55621.228,48374.09,0,1,56077.2856,57221.72000000,67.16782937193658,0,0
66,1615593600000,57221.72000000,61844.00000000,56078.23000000,61188.39000000,83245.09134600,1615679999999,4933383453.24597802,2559002,44387.23191800,2631390814.77279265,0,2021-03-13,,45491.6584,57383.87200000001,48374.09,0,1,59964.6222,61188.38000000,72.4822601674788,1,0
67,1615680000000,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000,1615766399999,3176397573.88464251,1829769,25325.26705000,1530051005.39804023,0,2021-03-14,,46029.4646,58200.634000000005,48751.71,0,1,57788.943799999994,58976.08000000,66.03928092929195,0,0
68,1615766400000,58976.08000000,60633.43000000,54600.00000000,55605.20000000,102771.42729800,1615852799999,5874241052.09337221,2683815,49825.43834700,2848907086.63436949,0,2021-03-15,,46496.3706,58151.35600000001,48882.2,0,0,54493.096,55605.20000000,57.675485614796905,0,0
69,1615852800000,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500,1615939199999,4304259207.64509981,2241208,37825.50149300,2088111362.55123841,0,2021-03-16,,46989.3016,57976.873999999996,50971.75,0,0,55762.735,56900.74000000,59.788253495176136,0,0
70,1615939200000,56900.74000000,58974.73000000,54123.69000000,58912.97000000,70421.62084100,1616025599999,3960992972.15429223,2204296,34778.74577500,1957825522.68032863,0,2021-03-17,,47518.20560000001,58315.123999999996,52375.17,0,1,57734.7106,58912.97000000,62.887038060669596,0,0
71,1616025600000,58912.97000000,60129.97000000,57023.00000000,57648.16000000,66580.40667500,1616111999999,3900885761.21280599,2040947,32287.37991100,1892327691.36669634,0,2021-03-18,,48063.84580000001,57607.078,54884.5,0,1,56495.196800000005,57641.00000000,59.769221497266045,0,0
72,1616112000000,57641.00000000,59468.00000000,56270.74000000,58030.01000000,52392.65296100,1616198399999,3052711147.93492521,1885830,25552.51122300,1489274083.26434220,0,2021-03-19,,48557.14880000001,57419.418000000005,55605.2,0,1,56869.4098,58030.01000000,60.40741946395609,0,0
73,1616198400000,58030.01000000,59880.00000000,57820.17000000,58102.28000000,44476.94177600,1616284799999,2616535093.05158531,1724131,22212.44672300,1307023993.12344343,0,2021-03-20,,49034.1504,57918.833999999995,55605.2,0,1,56940.2344,58100.02000000,60.535021848249656,0,0
74,1616284800000,58100.02000000,58589.10000000,55450.11000000,57351.56000000,48564.47027400,1616371199999,2774223129.62380987,1773546,23648.94167600,1350989191.27683849,0,2021-03-21,,49495.924000000006,58008.996,55605.2,0,0,56204.5288,57351.56000000,58.42846083965533,0,0
75,1616371200000,57351.56000000,58430.73000000,53650.00000000,54083.25000000,62581.62616900,1616457599999,3527479514.32565286,1927345,30749.05902800,1733579080.56900055,0,2021-03-22,,49915.729400000004,57043.052,54083.25,0,0,53001.585,54083.25000000,50.232788857849776,0,0
76,1616457600000,54083.25000000,55830.90000000,53000.00000000,54340.89000000,59789.36542700,1616543999999,3264650774.81746144,1740349,29563.40974000,1614722150.81925661,0,2021-03-23,,50332.0198,56381.598,54083.25,0,0,53254.072199999995,54342.80000000,50.81843754630664,0,0
77,1616544000000,54342.80000000,57200.00000000,51700.00000000,52303.65000000,83537.46502100,1616630399999,4583159614.04646126,2401988,39323.13006700,2161386678.80682066,0,2021-03-24,,50668.768,55236.326,52303.65,0,0,51257.577,52303.66000000,46.18979645377744,0,0
78,1616630400000,52303.66000000,53287.00000000,50427.56000000,51293.78000000,87400.53453800,1616716799999,4536327184.95786042,2099425,42947.39773300,2229351569.58702623,0,2021-03-25,,50942.26619999999,53874.626000000004,51293.78,0,0,50267.9044,51293.78000000,44.048055697227774,0,0
79,1616716800000,51293.78000000,55073.46000000,51214.60000000,55025.59000000,63813.77469200,1616803199999,3397036140.75163746,1773150,31822.54523800,1694326043.33711574,0,2021-03-26,,51304.04479999999,53409.43199999999,51293.78,0,1,53925.078199999996,55025.59000000,52.7643093313072,0,0
80,1616803200000,55025.59000000,56700.36000000,53950.00000000,55817.14000000,50105.47505500,1616889599999,2767070175.86193082,1528776,24739.94847100,1365965317.25052359,0,2021-03-27,,51654.58279999998,53756.21,51293.78,0,1,54700.7972,55817.14000000,54.38740085410541,0,0
81,1616889600000,55817.14000000,56559.75000000,54691.84000000,55777.63000000,39050.38751100,1616975999999,2178777329.44521665,1551283,19262.72593500,1074959545.95900884,0,2021-03-28,,51986.396599999985,54043.558,51293.78,0,1,54662.077399999995,55777.65000000,54.287128094670635,0,0
82,1616976000000,55777.65000000,58405.82000000,54800.01000000,57635.47000000,67857.93739800,1617062399999,3877131109.73464578,1983437,34373.80455600,1963800173.65605960,0,2021-03-29,,52363.19219999999,55109.922,51293.78,0,1,56482.7606,57635.46000000,58.19054658304439,0,0
83,1617062400000,57635.46000000,59368.00000000,57071.35000000,58746.57000000,55122.44312200,1617148799999,3221944107.45503046,1612744,27541.52668000,1610812657.92990190,0,2021-03-30,,52610.626199999984,56600.48,51293.78,0,1,57571.6386,58746.57000000,60.37005999011175,0,0
84,1617148800000,58746.57000000,59800.00000000,56769.00000000,58740.55000000,60975.54266600,1617235199999,3575976083.80457570,1928224,31074.81318700,1823822792.91045006,0,2021-03-31,,52857.02879999998,57343.471999999994,51293.78,0,1,57565.739,58739.46000000,60.35170295193559,0,0
85,1617235200000,58739.46000000,59490.00000000,57935.45000000,58720.44000000,47415.61722000,1617321599999,2789238879.94337348,1594431,22966.25673600,1351151697.89222195,0,2021-04-01,,53135.28599999998,57924.132,51293.78,0,1,57546.0312,58720.45000000,60.28575581031062,0,0
86,1617321600000,58720.45000000,60200.00000000,58428.57000000,58950.01000000,47382.41878100,1617407999999,2811159761.26846735,1666356,23695.69515400,1406393729.83076923,0,2021-04-02,,53354.89599999998,58558.60799999999,51293.78,0,1,57771.0098,58950.01000000,60.8121913168167,0,0
87,1617408000000,58950.01000000,59791.72000000,56880.00000000,57051.94000000,47409.85211300,1617494399999,2783151686.16453709,1606805,23057.96701700,1353960264.62196262,0,2021-04-03,,53550.18279999997,58441.902,51293.78,0,0,55910.9012,57051.95000000,54.392427015410625,0,0
88,1617494400000,57051.95000000,58492.85000000,56388.00000000,58202.01000000,41314.08197300,1617580799999,2380139010.73023250,1499113,20609.13416100,1187123542.57988340,0,2021-04-04,,53771.14919999997,58332.990000000005,55025.59,0,0,57037.9698,58202.01000000,57.331640358773825,0,0
89,1617580800000,58202.01000000,59272.00000000,56777.77000000,59129.99000000,54258.01579000,1617667199999,3155214764.16448552,2035877,27269.49269000,1586344787.55416885,0,2021-04-05,,53982.19319999997,58410.878000000004,55777.63,0,1,57947.390199999994,59129.99000000,59.59438179276536,0,0
90,1617667200000,59129.99000000,59495.24000000,57413.02000000,57991.15000000,54201.00072700,1617753599999,3166911557.14815778,1960513,26699.19787200,1560539125.77805926,0,2021-04-06,,54183.794199999975,58265.020000000004,55777.63,0,0,56831.327,57990.03000000,55.691153312279916,0,0
91,1617753600000,57990.03000000,58655.00000000,55473.00000000,55953.45000000,71228.40565900,1617839999999,4053294016.48451469,2206433,34737.58215500,1977438033.92862991,0,2021-04-07,,54320.19419999997,57665.708000000006,55953.45,0,0,54834.380999999994,55953.44000000,49.450225647983316,0,0
92,1617840000000,55953.44000000,58153.31000000,55700.00000000,58077.52000000,44283.14701900,1617926399999,2531779682.55242696,1661080,22161.69051000,1267126859.44389048,0,2021-04-08,,54439.350399999974,57870.82400000001,55953.45,0,1,56915.9696,58077.52000000,55.09874568023901,0,0
93,1617926400000,58077.52000000,58894.90000000,57654.00000000,58142.54000000,40831.88491100,1618012799999,2378340697.28958427,1615962,20354.23445600,1185679367.91003643,0,2021-04-09,,54571.14919999997,57858.93000000001,55953.45,0,1,56979.6892,58142.55000000,55.26353911259976,0,0
94,1618012800000,58142.55000000,61500.00000000,57900.01000000,59769.13000000,69906.42411700,1618099199999,4197138552.46903365,2470398,36018.63756600,2162858397.75343994,0,2021-04-10,,54648.41179999997,57986.75800000001,55953.45,0,1,58573.74739999999,59769.13000000,59.28894434179305,0,0
95,1618099200000,59769.13000000,60699.00000000,59232.52000000,60002.43000000,41156.71539100,1618185599999,2462032926.61798127,1746102,20798.05877900,1244349091.44347729,0,2021-04-11,,54731.636599999976,58389.014,55953.45,0,1,58802.3814,59998.80000000,59.84701240698549,0,0
96,1618185600000,59998.80000000,61300.00000000,59350.59000000,59860.00000000,56375.03711700,1618271999999,3393042867.87146672,1806298,27645.20115300,1664588823.41102893,0,2021-04-12,,54780.665199999974,59170.324,55953.45,0,1,58662.799999999996,59860.01000000,59.312457714538006,0,0
97,1618272000000,59860.01000000,63777.77000000,59805.15000000,63575.00000000,82848.68874600,1618358399999,5154877375.38961765,2703735,41662.53302800,2592724448.36985041,0,2021-04-13,,54970.41179999998,60269.81999999999,55953.45,0,1,62303.5,63575.01000000,67.47325069162314,0,0
98,1618358400000,63575.01000000,64854.00000000,61301.00000000,62959.53000000,82616.34399300,1618444799999,5239081228.15697651,2645625,40070.37752700,2542171083.41268837,0,2021-04-14,,55251.782399999975,61233.21800000001,55953.45,0,1,61700.3394,62959.53000000,65.14212557805294,0,0
99,1618444800000,62959.53000000,63800.00000000,62020.00000000,63159.98000000,51649.70034000,1618531199999,3248931738.29318204,1938028,25628.16837900,1612303095.28825449,0,2021-04-15,,55521.45799999997,61911.388,55953.45,0,1,61896.7804,63158.74000000,65.55946337010977,0,0
100,1618531200000,63158.74000000,63520.61000000,60000.00000000,61334.80000000,91764.13988400,1618617599999,5647292669.61549332,2639940,43570.02314700,2680750914.50457292,0,2021-04-16,,55806.679399999965,62177.862,55953.45,0,0,60108.104,61334.81000000,58.67139354964458,0,0
101,1618617600000,61334.81000000,62506.05000000,59580.91000000,60006.66000000,58912.25612800,1618703999999,3605701810.67504697,2268816,28386.27410600,1737722135.37950582,0,2021-04-17,,56081.27519999997,62207.193999999996,58077.52,0,0,58806.5268,60006.67000000,54.20815959474875,0,0
102,1618704000000,60006.67000000,60499.00000000,50931.30000000,56150.01000000,124882.13182400,1618790399999,6949379727.42915424,3444089,59404.61680900,3303953081.09621833,0,2021-04-18,,56282.14679999996,60722.195999999996,56150.01,0,0,55027.0098,56150.01000000,43.79080917693065,0,0
103,1618790400000,56150.01000000,57526.81000000,54221.58000000,55633.14000000,78229.04226700,1618876799999,4398619580.64714330,2390527,38362.38497900,2156617047.23873171,0,2021-04-19,,56492.09639999996,59256.91799999999,55633.14,0,0,54520.4772,55633.14000000,42.60899370976759,0,0
104,1618876800000,55633.14000000,57076.24000000,53329.96000000,56425.00000000,72744.48215100,1618963199999,4037701391.61952629,2148820,35519.58972700,1971916967.58497548,0,2021-04-20,,56628.85579999996,57909.922,55633.14,0,0,55296.5,56425.00000000,45.055480322818894,0,0
105,1618963200000,56425.00000000,56757.91000000,53536.02000000,53787.63000000,66984.75690900,1619049599999,3704549578.69730319,2134946,32188.92949300,1780065583.27209392,0,2021-04-21,,56735.795399999966,56400.488,53787.63,0,0,52711.8774,53787.62000000,39.0801422787589,0,0
106,1619049600000,53787.62000000,55521.48000000,50500.00000000,51690.96000000,104656.63133700,1619135999999,5594983857.31809224,2744621,50550.77147000,2703745286.38870583,0,2021-04-22,,56762.62719999996,54737.348,51690.96,0,0,50657.1408,51690.95000000,35.09532981843439,0,0
107,1619136000000,51690.95000000,52131.85000000,47500.00000000,51125.14000000,132230.78071900,1619222399999,6571097317.46791836,2888237,63769.62125300,3170392794.05488430,0,2021-04-23,,56817.64819999997,53732.373999999996,51125.14,0,0,50102.6372,51110.56000000,34.08526030731168,0,0
108,1619222400000,51110.56000000,51166.22000000,48657.14000000,50047.84000000,55361.51257300,1619308799999,2762081002.87866301,1164985,26782.23300700,1336607709.85679762,0,2021-04-24,,56843.570799999965,52615.31399999999,50047.84,0,0,49046.8832,50047.84000000,32.1858864439387,0,0
109,1619308800000,50047.84000000,50567.91000000,46930.00000000,49066.77000000,58255.64500400,1619395199999,2867858315.18731958,1475479,27767.33139400,1367920871.52816647,0,2021-04-25,,56847.26219999996,51143.66799999999,49066.77,0,0,48085.43459999999,49066.76000000,30.518067541843298,0,0
110,1619395200000,49066.76000000,54356.62000000,48753.44000000,54001.39000000,86310.80212400,1619481599999,4555688503.39738704,2174544,43183.93674900,2277375506.85531338,0,2021-04-26,,56907.85499999996,51186.42,49066.77,0,1,52921.362199999996,54001.38000000,45.74634608154554,0,0
111,1619481600000,54001.38000000,55460.00000000,53222.00000000,55011.97000000,54064.03467500,1619567999999,2949719328.36698972,1568666,25631.07462900,1398731801.17633617,0,2021-04-27,,56960.59099999997,51850.62199999999,49066.77,0,1,53911.7306,55011.97000000,48.247892858240846,0,0
112,1619568000000,55011.97000000,56428.00000000,53813.16000000,54846.22000000,55130.45901500,1619654399999,3020242787.50667770,1830042,26762.03342200,1466278915.01532206,0,2021-04-28,,56959.82539999997,52594.83799999999,49066.77,0,1,53749.2956,54846.23000000,47.858127836292944,0,0
113,1619654400000,54846.23000000,55195.84000000,52330.94000000,53555.00000000,52486.01945500,1619740799999,2823220335.47604128,1763676,25339.74390200,1362821167.93253950,0,2021-04-29,,56913.893599999974,53296.27,49066.77,0,1,52483.9,53555.00000000,44.82051287159256,0,0
114,1619740800000,53555.00000000,57963.00000000,53013.01000000,57694.27000000,68578.91004500,1619827199999,3808187372.73937955,2267648,35634.12908700,1978866536.22417801,0,2021-04-30,,56912.315799999975,55021.77,49066.77,0,1,56540.3846,57697.25000000,54.73832420906517,0,0
115,1619827200000,57697.25000000,58458.07000000,56956.14000000,57800.37000000,42600.35183600,1619913599999,2460342954.84252080,1743013,20574.81022600,1188354972.01372347,0,2021-05-01,,56923.88879999997,55781.56599999999,49066.77,0,1,56644.3626,57797.35000000,54.961782098344806,0,0
116,1619913600000,57797.35000000,57911.02000000,56035.25000000,56578.21000000,36812.87886300,1619999999999,2089763230.43962683,1371638,18172.89183600,1031569632.43915790,0,2021-05-02,,56831.68519999997,56094.81399999999,49066.77,0,1,55446.6458,56578.21000000,51.78996562320132,0,0
117,1620000000000,56578.21000000,58981.44000000,56435.00000000,57169.39000000,57649.93128600,1620086399999,3337604542.62738077,2102128,28536.05553300,1652286174.15826469,0,2021-05-03,,56795.70679999997,56559.448,49066.77,0,1,56026.002199999995,57169.39000000,53.1969766586842,0,0
118,1620086400000,57169.39000000,57200.00000000,53046.69000000,53200.01000000,85324.62590300,1620172799999,4705402064.30097516,2492629,41029.68824600,2262794503.81474985,0,2021-05-04,,56747.60299999996,56488.45,49066.77,0,0,52136.0098,53205.05000000,43.926989541924485,0,0
119,1620172800000,53205.05000000,58069.82000000,52900.00000000,57436.11000000,77263.92343900,1620259199999,4327994296.15143644,2378119,38729.47501600,2170539511.77727666,0,2021-05-05,,56758.310199999956,56436.81799999999,53200.01,0,1,56287.3878,57436.11000000,53.283083234296214,0,0
120,1620259200000,57436.11000000,58360.00000000,55200.00000000,56393.68000000,70181.67190800,1620345599999,3992289527.73709740,2459881,34248.89964300,1949210281.69201645,0,2021-05-06,,56707.92439999996,56155.479999999996,53200.01,0,1,55265.8064,56393.68000000,51.02674632928492,0,0
121,1620345600000,56393.68000000,58650.00000000,55241.63000000,57314.75000000,74542.74782900,1620431999999,4239374487.47477234,2361692,36877.60256600,2097609397.22975708,0,2021-05-07,,56701.25619999995,56302.787999999986,53200.01,0,1,56168.455,57315.49000000,52.9236606003303,0,0
122,1620432000000,57315.49000000,59500.00000000,56900.00000000,58862.05000000,69709.90602800,1620518399999,4079553831.98806437,2311378,34329.69915600,2009442622.58890522,0,2021-05-08,,56717.89699999995,56641.319999999985,53200.01,0,1,57684.809,58866.53000000,56.006453106407776,0,0
123,1620518400000,58866.53000000,59300.00000000,56235.66000000,58240.84000000,69806.11991000,1620604799999,4043552701.50659866,2170139,34301.05045700,1987959541.94018194,0,2021-05-09,,56720.66819999996,57649.48599999999,53200.01,0,1,57076.023199999996,58240.83000000,54.464387574550614,0,0
124,1620604800000,58240.83000000,59500.00000000,53400.00000000,55816.14000000,89586.34925000,1620691199999,5131782639.96613736,2575419,43057.97702900,2468201497.96757166,0,2021-05-10,,56689.95979999996,57325.49199999999,53200.01,0,0,54699.8172,55816.14000000,48.81475584411023,0,0
