Date,Open,Close,Low,High,Close,Volume
2018-06-20 00:00:00,6770.759766,6776.549805,6611.879883,6821.560059,6776.549805,3888640000
2018-06-21 00:00:00,6780.089844,6729.740234,6715.169922,6810.939941,6729.740234,3529129984
2018-06-22 00:00:00,6737.879883,6083.689941,6006.600098,6747.080078,6083.689941,5079810048
2018-06-23 00:00:00,6090.100098,6162.47998,6071.810059,6224.819824,6162.47998,3431360000
2018-06-24 00:00:00,6164.279785,6173.22998,5826.410156,6223.779785,6173.22998,4566909952
2018-06-25 00:00:00,6171.970215,6249.180176,6119.680176,6327.370117,6249.180176,5500810240
2018-06-26 00:00:00,6253.549805,6093.669922,6093.669922,6290.160156,6093.669922,3279759872
2018-06-27 00:00:00,6084.399902,6157.129883,6052.850098,6180,6157.129883,3296219904
2018-06-28 00:00:00,6153.160156,5903.439941,5873.049805,6170.410156,5903.439941,3467800064
2018-06-29 00:00:00,5898.129883,6218.299805,5835.75,6261.660156,6218.299805,3966230016
2018-06-30 00:00:00,6214.220215,6404,6214.220215,6465.509766,6404,4543860224
2018-07-01 00:00:00,6411.680176,6385.819824,6289.290039,6432.850098,6385.819824,4788259840
2018-07-02 00:00:00,6380.379883,6614.180176,6305.700195,6683.859863,6614.180176,4396930048
2018-07-03 00:00:00,6596.660156,6529.589844,6447.75,6671.370117,6529.589844,4672309760
2018-07-04 00:00:00,6550.870117,6597.549805,6450.459961,6771.919922,6597.549805,4176689920
2018-07-05 00:00:00,6599.709961,6639.140137,6546.649902,6749.540039,6639.140137,4999240192
2018-07-06 00:00:00,6638.689941,6673.5,6533.549805,6700.939941,6673.5,4313959936
2018-07-07 00:00:00,6668.709961,6856.930176,6579.240234,6863.990234,6856.930176,3961080064
2018-07-08 00:00:00,6857.799805,6773.879883,6747.97998,6885.910156,6773.879883,3386210048
2018-07-09 00:00:00,6775.080078,6741.75,6724.339844,6838.680176,6741.75,3718129920
2018-07-10 00:00:00,6739.209961,6329.950195,6320.720215,6767.740234,6329.950195,4052430080
2018-07-11 00:00:00,6330.77002,6394.709961,6330.470215,6444.959961,6394.709961,3644859904
2018-07-12 00:00:00,6396.779785,6228.810059,6136.419922,6397.100098,6228.810059,3770170112
2018-07-13 00:00:00,6235.029785,6238.049805,6192.240234,6310.549805,6238.049805,3805400064
2018-07-14 00:00:00,6247.5,6276.120117,6212.220215,6298.189941,6276.120117,2923670016
2018-07-15 00:00:00,6272.700195,6359.640137,6256.509766,6403.459961,6359.640137,3285459968
2018-07-16 00:00:00,6357.009766,6741.75,6357.009766,6741.75,6741.75,4725799936
2018-07-17 00:00:00,6739.649902,7321.040039,6684.169922,7387.240234,7321.040039,5961950208
2018-07-18 00:00:00,7315.319824,7370.779785,7280.470215,7534.990234,7370.779785,6103410176
2018-07-19 00:00:00,7378.200195,7466.859863,7295.459961,7494.459961,7466.859863,5111629824
2018-07-20 00:00:00,7467.399902,7354.129883,7323.259766,7594.669922,7354.129883,4936869888
2018-07-21 00:00:00,7352.720215,7419.290039,7262.410156,7437.640137,7419.290039,3726609920
2018-07-22 00:00:00,7417.799805,7418.490234,7383.819824,7537.950195,7418.490234,3695460096
2018-07-23 00:00:00,7414.709961,7711.109863,7409.100098,7771.5,7711.109863,5132480000
2018-07-24 00:00:00,7716.509766,8424.269531,7705.5,8424.269531,8424.269531,7277689856
2018-07-25 00:00:00,8379.660156,8181.390137,8086.359863,8416.870117,8181.390137,5845400064
2018-07-26 00:00:00,8176.850098,7951.580078,7878.709961,8290.330078,7951.580078,4899089920
2018-07-27 00:00:00,7950.399902,8165.009766,7839.759766,8262.660156,8165.009766,5195879936
2018-07-28 00:00:00,8169.060059,8192.150391,8110.77002,8222.849609,8192.150391,3988750080
2018-07-29 00:00:00,8205.820313,8218.459961,8141.180176,8272.259766,8218.459961,4107190016
2018-07-30 00:00:00,8221.580078,8180.47998,7917.5,8235.5,8180.47998,5551400000
2018-07-31 00:00:00,8181.200195,7780.439941,7696.930176,8181.529785,7780.439941,5287530000
2018-08-01 00:00:00,7769.040039,7624.910156,7504.950195,7769.040039,7624.910156,4797620000
2018-08-02 00:00:00,7634.189941,7567.149902,7523.439941,7712.77002,7567.149902,4214110000
2018-08-03 00:00:00,7562.140137,7434.390137,7328.649902,7562.140137,7434.390137,4627150000
2018-08-04 00:00:00,7438.669922,7032.850098,6984.069824,7497.490234,7032.850098,4268390000
2018-08-05 00:00:00,7031.080078,7068.47998,6940.700195,7102.77002,7068.47998,3679110000
2018-08-06 00:00:00,7062.939941,6951.799805,6890.540039,7166.549805,6951.799805,3925900000
2018-08-07 00:00:00,6958.319824,6753.120117,6748.240234,7146.560059,6753.120117,4682800000
2018-08-08 00:00:00,6746.850098,6305.799805,6226.220215,6746.850098,6305.799805,5064430000
2018-08-09 00:00:00,6305.560059,6568.22998,6249.069824,6625.72998,6568.22998,4267040000
2018-08-10 00:00:00,6571.419922,6184.709961,6124.52002,6591.259766,6184.709961,4528680000
2018-08-11 00:00:00,6185.790039,6295.72998,6109.029785,6455.740234,6295.72998,4047850000
2018-08-12 00:00:00,6283.649902,6322.689941,6237.5,6409.850098,6322.689941,5665250000
2018-08-13 00:00:00,6341.359863,6297.569824,6225.720215,6537.049805,6297.569824,4083980000
2018-08-14 00:00:00,6287.660156,6199.709961,5971.049805,6287.939941,6199.709961,5301700000
2018-08-15 00:00:00,6221.419922,6308.52002,6221.419922,6588.490234,6308.52002,4895450000
2018-08-16 00:00:00,6294.22998,6334.72998,6276.410156,6473.5,6334.72998,4328420000
2018-08-17 00:00:00,6340.910156,6580.629883,6324.970215,6582.5,6580.629883,4992990000
2018-08-18 00:00:00,6583.430176,6423.759766,6353.72998,6617.350098,6423.759766,3984520000
2018-08-19 00:00:00,6422.569824,6506.069824,6361.549805,6537.97998,6506.069824,3311170000
2018-08-20 00:00:00,6500.509766,6308.529785,6297.930176,6536.919922,6308.529785,3665100000
2018-08-21 00:00:00,6301.069824,6488.759766,6298.240234,6500.870117,6488.759766,3377180000
2018-08-22 00:00:00,6486.25,6376.709961,6310.109863,6816.790039,6376.709961,4668110000
2018-08-23 00:00:00,6371.339844,6534.879883,6371.339844,6546.540039,6534.879883,3426180000
2018-08-24 00:00:00,6551.52002,6719.959961,6498.640137,6719.959961,6719.959961,4097820000
2018-08-25 00:00:00,6719.950195,6763.189941,6700.959961,6789.629883,6763.189941,3312600000
2018-08-26 00:00:00,6754.640137,6707.259766,6620.75,6774.75,6707.259766,3295500000
2018-08-27 00:00:00,6710.799805,6884.640137,6689.709961,6884.640137,6884.640137,4019000000
2018-08-28 00:00:00,6891.080078,7096.279785,6882.339844,7109.560059,7096.279785,4659940000
2018-08-29 00:00:00,7091.709961,7047.160156,6970.819824,7113.299805,7047.160156,4145880000
2018-08-30 00:00:00,7043.759766,6978.22998,6834.689941,7072.689941,6978.22998,4463250000
2018-08-31 00:00:00,6973.970215,7037.580078,6920.160156,7057.169922,7037.580078,4495650000
2018-09-01 00:00:00,7044.810059,7193.25,7038.049805,7242.290039,7193.25,4116050000
2018-09-02 00:00:00,7189.580078,7272.720215,7132.160156,7306.310059,7272.720215,4329540000
2018-09-03 00:00:00,7279.029785,7260.060059,7208.149902,7317.939941,7260.060059,4087760000
2018-09-04 00:00:00,7263,7361.660156,7255.439941,7388.259766,7361.660156,4273640000
2018-09-05 00:00:00,7361.459961,6792.830078,6792.830078,7388.430176,6792.830078,5800460000
2018-09-06 00:00:00,6755.140137,6529.169922,6404.720215,6755.140137,6529.169922,5523470000
2018-09-07 00:00:00,6528.919922,6467.069824,6396.870117,6555.290039,6467.069824,4264680000
2018-09-08 00:00:00,6460.169922,6225.97998,6197.52002,6534.25,6225.97998,3835060000
2018-09-09 00:00:00,6223.379883,6300.859863,6201.220215,6446.259766,6300.859863,3671890000
2018-09-10 00:00:00,6301.569824,6329.700195,6292.759766,6374.97998,6329.700195,3714100000
2018-09-11 00:00:00,6331.879883,6321.200195,6260.209961,6398.919922,6321.200195,3849910000
2018-09-12 00:00:00,6317.009766,6351.799805,6265.089844,6363.870117,6351.799805,4064230000
2018-09-13 00:00:00,6354.240234,6517.310059,6354.240234,6535.410156,6517.310059,4210910000
2018-09-14 00:00:00,6515.410156,6512.709961,6456.169922,6596.100098,6512.709961,4076220000
2018-09-15 00:00:00,6509.399902,6543.200195,6493.549805,6561.720215,6543.200195,3216300000
2018-09-16 00:00:00,6536.680176,6517.180176,6460.100098,6544.330078,6517.180176,3273730000
2018-09-17 00:00:00,6514.060059,6281.200195,6257.52002,6540.209961,6281.200195,3910780000
2018-09-18 00:00:00,6280.910156,6371.299805,6265.709961,6384.180176,6371.299805,4180090000
2018-09-19 00:00:00,6371.850098,6398.540039,6208.339844,6448.459961,6398.540039,4431340000
2018-09-20 00:00:00,6398.850098,6519.669922,6395.950195,6529.259766,6519.669922,4348110000
2018-09-21 00:00:00,6513.870117,6734.950195,6496.359863,6794.330078,6734.950195,6531940000
2018-09-22 00:00:00,6735.049805,6721.97998,6616.799805,6814.560059,6721.97998,4509660000
2018-09-23 00:00:00,6715.319824,6710.629883,6679.419922,6766.149902,6710.629883,4197500000
2018-09-24 00:00:00,6704.77002,6595.410156,6580.899902,6713.560059,6595.410156,4177310000
2018-09-25 00:00:00,6603.640137,6446.470215,6381.859863,6603.640137,6446.470215,4726180000
2018-09-26 00:00:00,6452.790039,6495,6397.890137,6585.910156,6495,4437300000
2018-09-27 00:00:00,6495.290039,6676.75,6464.950195,6712.100098,6676.75,4606810000
2018-09-28 00:00:00,6678.75,6644.129883,6598.319824,6785.029785,6644.129883,5014430000
2018-09-29 00:00:00,6643.100098,6601.959961,6511.649902,6643.100098,6601.959961,4363690000
2018-09-30 00:00:00,6604.709961,6625.560059,6566.540039,6643.779785,6625.560059,4002280000
2018-10-01 00:00:00,6619.850098,6589.620117,6549.080078,6653.299805,6589.620117,4000970000
2018-10-02 00:00:00,6593.240234,6556.100098,6537.899902,6611.839844,6556.100098,3979260000
2018-10-03 00:00:00,6553.859863,6502.589844,6454.029785,6571.459961,6502.589844,3887310000
2018-10-04 00:00:00,6497.910156,6576.689941,6497.910156,6603.310059,6576.689941,3838410000
2018-10-05 00:00:00,6574.149902,6622.47998,6557.410156,6623.620117,6622.47998,3671500000
2018-10-06 00:00:00,6622.450195,6588.310059,6577.799805,6628.540039,6588.310059,3259740000
2018-10-07 00:00:00,6590.680176,6602.950195,6557.040039,6641.490234,6602.950195,3306630000
2018-10-08 00:00:00,6600.189941,6652.22998,6576.040039,6675.060059,6652.22998,3979460000
2018-10-09 00:00:00,6653.080078,6642.640137,6606.939941,6661.410156,6642.640137,3580810000
2018-10-10 00:00:00,6640.290039,6585.529785,6538.959961,6640.290039,6585.529785,3787650000
2018-10-11 00:00:00,6586.740234,6256.240234,6243.740234,6586.740234,6256.240234,5181640000
2018-10-12 00:00:00,6239.25,6274.580078,6236.470215,6328.5,6274.580078,3783500000
2018-10-13 00:00:00,6278.080078,6285.990234,6259.810059,6308.509766,6285.990234,3064030000
2018-10-14 00:00:00,6288.490234,6290.930176,6280.149902,6363.209961,6290.930176,3085320000
2018-10-15 00:00:00,6292.640137,6596.540039,6258.680176,6965.060059,6596.540039,7370770000
2018-10-16 00:00:00,6601.410156,6596.109863,6571.370117,6673.589844,6596.109863,4074800000
2018-10-17 00:00:00,6590.52002,6544.430176,6517.450195,6601.209961,6544.430176,4088420000
2018-10-18 00:00:00,6542.330078,6476.709961,6450.040039,6567.540039,6476.709961,3924080000
2018-10-19 00:00:00,6478.069824,6465.410156,6445.310059,6493.680176,6465.410156,3578870000
2018-10-20 00:00:00,6460.919922,6489.189941,6449,6497.720215,6489.189941,3379130000
2018-10-21 00:00:00,6490.089844,6482.350098,6476,6556.379883,6482.350098,3253610000
2018-10-22 00:00:00,6486.049805,6487.160156,6462.97998,6543.799805,6487.160156,3672860000
2018-10-23 00:00:00,6472.359863,6475.740234,6451.27002,6506.009766,6475.740234,3716150000
2018-10-24 00:00:00,6478.890137,6495.839844,6468.859863,6521.990234,6495.839844,3424670000
2018-10-25 00:00:00,6484.649902,6476.290039,6447.029785,6504.649902,6476.290039,3230550000
2018-10-26 00:00:00,6468.439941,6474.75,6449.609863,6498.290039,6474.75,3306050000
2018-10-27 00:00:00,6480.839844,6480.379883,6453.529785,6507.410156,6480.379883,3393250000
2018-10-28 00:00:00,6482.660156,6486.390137,6447.910156,6502.279785,6486.390137,3445190000
2018-10-29 00:00:00,6492.350098,6332.629883,6306.990234,6503.600098,6332.629883,4199910000
2018-10-30 00:00:00,6337.040039,6334.27002,6310.140137,6364.990234,6334.27002,3781100000
2018-10-31 00:00:00,6336.990234,6317.609863,6316.879883,6349.160156,6317.609863,4191240000
2018-11-01 00:00:00,6318.140137,6377.779785,6311.830078,6547.140137,6377.779785,3789400000
2018-11-02 00:00:00,6378.919922,6388.439941,6327.379883,6396.859863,6388.439941,4234870000
2018-11-03 00:00:00,6387.240234,6361.259766,6342.370117,6400.069824,6361.259766,3658640000
2018-11-04 00:00:00,6365.470215,6376.129883,6294.569824,6388.629883,6376.129883,4390020000
2018-11-05 00:00:00,6363.620117,6419.660156,6363.620117,6480.589844,6419.660156,4174800000
2018-11-06 00:00:00,6433.379883,6461.009766,6408.160156,6463.549805,6461.009766,4700040000
2018-11-07 00:00:00,6468.5,6530.140137,6468.310059,6552.160156,6530.140137,4941260000
2018-11-08 00:00:00,6522.27002,6453.720215,6438.529785,6536.919922,6453.720215,4665260000
2018-11-09 00:00:00,6442.600098,6385.620117,6373.370117,6456.459961,6385.620117,4346820000
2018-11-10 00:00:00,6386.129883,6409.220215,6385.310059,6437.279785,6409.220215,3705320000
2018-11-11 00:00:00,6413.629883,6411.27002,6350.169922,6423.25,6411.27002,3939060000
2018-11-12 00:00:00,6411.759766,6371.27002,6360.470215,6434.209961,6371.27002,4295770000
2018-11-13 00:00:00,6373.189941,6359.490234,6342.669922,6395.27002,6359.490234,4503800000
2018-11-14 00:00:00,6351.240234,5738.350098,5544.089844,6371.549805,5738.350098,7398940000
2018-11-15 00:00:00,5736.149902,5648.029785,5358.379883,5774.819824,5648.029785,7032140000
2018-11-16 00:00:00,5645.319824,5575.549805,5498.939941,5657.02002,5575.549805,5279320000
2018-11-17 00:00:00,5578.580078,5554.330078,5519.560059,5578.580078,5554.330078,4303150000
2018-11-18 00:00:00,5559.740234,5623.540039,5559.740234,5653.609863,5623.540039,4159680000
2018-11-19 00:00:00,5620.779785,4871.490234,4842.910156,5620.779785,4871.490234,7039560000
2018-11-20 00:00:00,4863.930176,4451.870117,4272.109863,4951.609863,4451.870117,8428290000
2018-11-21 00:00:00,4465.540039,4602.169922,4343.97998,4675.72998,4602.169922,6120120000
2018-11-22 00:00:00,4611.569824,4365.939941,4365.640137,4629.640137,4365.939941,4569370000
2018-11-23 00:00:00,4360.700195,4347.109863,4195.680176,4396.419922,4347.109863,4871490000
2018-11-24 00:00:00,4347.689941,3880.76001,3795.159912,4413.089844,3880.76001,4679500000
2018-11-25 00:00:00,3880.780029,4009.969971,3585.060059,4120.870117,4009.969971,6825640000
2018-11-26 00:00:00,4015.070068,3779.129883,3643.919922,4107.140137,3779.129883,6476900000
2018-11-27 00:00:00,3765.949951,3820.719971,3661.01001,3862.959961,3820.719971,5998720000
2018-11-28 00:00:00,3822.469971,4257.419922,3822.469971,4385.899902,4257.419922,7280280000
2018-11-29 00:00:00,4269.004395,4278.84668,4145.765137,4413.020508,4278.84668,6503347767
2018-11-30 00:00:00,4289.088867,4017.268555,3942.822021,4322.976563,4017.268555,6048016717
2018-12-01 00:00:00,4024.464355,4214.671875,3969.710693,4309.377441,4214.671875,5375314093
2018-12-02 00:00:00,4200.733398,4139.87793,4110.978516,4301.519531,4139.87793,5262697895
2018-12-03 00:00:00,4147.32373,3894.130859,3840.446289,4155.979492,3894.130859,5089570994
2018-12-04 00:00:00,3886.294922,3956.893799,3832.75,4075.627686,3956.893799,5028069239
2018-12-05 00:00:00,3958.894775,3753.994873,3753.994873,3969.535889,3753.994873,5302481574
2018-12-06 00:00:00,3754.074463,3521.101807,3521.101807,3874.966064,3521.101807,5878333109
2018-12-07 00:00:00,3512.590332,3419.937256,3280.22876,3512.590332,3419.937256,6835615448
2018-12-08 00:00:00,3421.9104,3476.114746,3350.650635,3506.043457,3476.114746,5305024497
2018-12-09 00:00:00,3473.227539,3614.234375,3469.094238,3685.305664,3614.234375,4947372847
2018-12-10 00:00:00,3612.046387,3502.656006,3470.144531,3647.33252,3502.656006,5020968740
2018-12-11 00:00:00,3497.554688,3424.588135,3392.25,3513.185059,3424.588135,4696765188
2018-12-12 00:00:00,3421.458252,3486.950195,3413.481445,3534.228516,3486.950195,4139364829
2018-12-13 00:00:00,3487.879395,3313.677246,3298.13208,3489.739502,3313.677246,4343372456
2018-12-14 00:00:00,3311.751953,3242.484863,3206.542236,3329.555908,3242.484863,4372763663
2018-12-15 00:00:00,3243.997559,3236.761719,3191.303467,3275.37793,3236.761719,3551763561
2018-12-16 00:00:00,3236.274658,3252.839111,3233.819824,3305.753174,3252.839111,3744248994
2018-12-17 00:00:00,3253.123047,3545.864746,3253.123047,3597.917969,3545.864746,5409247918
2018-12-18 00:00:00,3544.761475,3696.059082,3487.169189,3701.349365,3696.059082,5911325473
2018-12-19 00:00:00,3706.824951,3745.950684,3687.22998,3949.322998,3745.950684,6810689119
2018-12-20 00:00:00,3742.195068,4134.441406,3728.974609,4191.228516,4134.441406,8927129279
2018-12-21 00:00:00,4133.703613,3896.543701,3850.946289,4198.429688,3896.543701,7206015706
2018-12-22 00:00:00,3898.08374,4014.182617,3855.739014,4014.182617,4014.182617,5605823233
2018-12-23 00:00:00,4020.994629,3998.980225,3976.405762,4085.723633,3998.980225,6151275490
2018-12-24 00:00:00,4000.331787,4078.599121,4000.331787,4271.79248,4078.599121,7240968501
2018-12-25 00:00:00,4081.030518,3815.490723,3760.020508,4089.561523,3815.490723,6158207293
2018-12-26 00:00:00,3819.666748,3857.297607,3769.86377,3893.359619,3857.297607,5326547918
2018-12-27 00:00:00,3854.688477,3654.833496,3645.448486,3874.416992,3654.833496,5130222366
2018-12-28 00:00:00,3653.131836,3923.918701,3642.63208,3956.135986,3923.918701,5631554348
2018-12-29 00:00:00,3932.491699,3820.408691,3820.408691,3963.758789,3820.408691,4991655917
2018-12-30 00:00:00,3822.384766,3865.952637,3797.219238,3901.908936,3865.952637,4770578575
2018-12-31 00:00:00,3866.839111,3742.700439,3725.867432,3868.74292,3742.700439,4661840806
2019-01-01 00:00:00,3746.713379,3843.52002,3707.231201,3850.913818,3843.52002,4324200990
2019-01-02 00:00:00,3849.216309,3943.409424,3817.409424,3947.981201,3943.409424,5244856836
2019-01-03 00:00:00,3931.048584,3836.741211,3826.2229,3935.685059,3836.741211,4530215219
2019-01-04 00:00:00,3832.040039,3857.717529,3783.85376,3865.93457,3857.717529,4847965467
2019-01-05 00:00:00,3851.973877,3845.19458,3836.900146,3904.903076,3845.19458,5137609824
2019-01-06 00:00:00,3836.519043,4076.632568,3826.513184,4093.297363,4076.632568,5597027440
2019-01-07 00:00:00,4078.584961,4025.248291,4020.894043,4092.613525,4025.248291,5228625637
2019-01-08 00:00:00,4028.472168,4030.8479,3996.955322,4109.020996,4030.8479,5306593305
2019-01-09 00:00:00,4031.552002,4035.296387,4022.662842,4068.403564,4035.296387,5115905225
