timestamp,Open,Close,Low,High,Volume,change,RSI,SMA200,SMA50,SMA5,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2022-04-21 16:00:00+00:00,42174.58984375,42174.58984375,42174.58984375,42174.58984375,0,,,,,,0,0,,0,0
2022-04-21 16:01:00+00:00,42162.94921875,42162.94921875,42162.94921875,42162.94921875,0,-0.00027601039021663,,,,,0,0,,0,0
2022-04-21 16:02:00+00:00,42168.29296875,42168.29296875,42168.29296875,42168.29296875,0,0.00012674042255156337,,,,,0,0,,0,0
2022-04-21 16:03:00+00:00,42163.45703125,42163.45703125,42163.45703125,42163.45703125,571392,-0.00011468184172369611,,,,,0,0,,0,0
2022-04-21 16:05:00+00:00,42119.73046875,42119.73046875,42119.73046875,42119.73046875,15493120,-0.00103707251679086,,,,42157.80390625,0,0,,0,0
2022-04-21 16:06:00+00:00,42118.05859375,42118.05859375,42118.05859375,42118.05859375,2836480,-3.9693392654527315e-05,,,,42146.49765625,0,0,,0,0
2022-04-21 16:08:00+00:00,42085.75,42085.75,42085.75,42085.75,25460736,-0.0007670959875343275,,,,42131.0578125,0,0,,0,0
2022-04-21 16:09:00+00:00,42080.8359375,42080.8359375,42080.8359375,42080.8359375,1331200,-0.00011676309677266516,,,,42113.56640625,0,0,,0,0
2022-04-21 16:11:00+00:00,42055.14453125,42055.14453125,42055.14453125,42055.14453125,27760640,-0.0006105250924235417,,,,42091.90390625,0,0,,0,0
2022-04-21 16:12:00+00:00,42050.36328125,42050.36328125,42050.36328125,42050.36328125,1699840,-0.00011369001470074025,,,,42078.03046875,0,0,42050.36328125,0,0
2022-04-21 16:13:00+00:00,42060.30859375,42060.30859375,42060.30859375,42060.30859375,42190848,0.00023650955007159524,,,,42066.48046875,0,0,42050.36328125,0,0
2022-04-21 16:14:00+00:00,42077.33984375,42077.33984375,42077.33984375,42077.33984375,11909120,0.00040492451361928694,,,,42064.7984375,0,0,42050.36328125,0,0
2022-04-21 16:15:00+00:00,42069.2734375,42069.2734375,42069.2734375,42069.2734375,0,-0.00019170428263659556,,,,42062.4859375,0,0,42050.36328125,0,0
2022-04-21 16:16:00+00:00,42098.8671875,42098.8671875,42098.8671875,42098.8671875,9191424,0.0007034528429392672,,,,42071.23046875,0,0,42050.36328125,0,0
2022-04-21 16:18:00+00:00,42100.4453125,42100.4453125,42100.4453125,42100.4453125,0,3.7486163059208266e-05,31.567907708442583,,,42081.246875,0,0,42050.36328125,0,0
2022-04-21 16:20:00+00:00,42110.125,42110.125,42110.125,42110.125,4734976,0.00022991888632417634,34.9398976491693,,,42091.21015625,0,0,42050.36328125,0,0
2022-04-21 16:21:00+00:00,42111.89453125,42111.89453125,42111.89453125,42111.89453125,0,4.202151501564444e-05,35.56496968811628,,,42098.12109375,0,0,42050.36328125,0,0
2022-04-21 16:23:00+00:00,42114.921875,42114.921875,42114.921875,42114.921875,30513152,7.188809203895197e-05,36.68571066360911,,,42107.25078125,0,0,42050.36328125,0,0
2022-04-21 16:24:00+00:00,42106.734375,42106.734375,42106.734375,42106.734375,0,-0.00019440852874663683,34.916854242328746,,,42108.82421875,0,0,42050.36328125,0,0
