timestamp,Open,Close,Low,High,Volume,change,RSI,SMA200,SMA50,SMA5,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2017-04-21,1229.4200439453125,1222.050048828125,1215.56005859375,1235.93994140625,272167008,,,,,,0,0,,0,0
2017-04-22,1222.7099609375,1231.7099609375,1208.469970703125,1235.56005859375,249320000,0.00790467797831873,,,,,0,0,,0,0
2017-04-23,1231.9200439453125,1207.2099609375,1203.93994140625,1232.199951171875,258951008,-0.019891046412705893,,,,,0,0,,0,0
2017-04-24,1209.6300048828125,1250.1500244140625,1209.6300048828125,1250.93994140625,235806000,0.03556967293677382,,,,,0,0,,0,0
2017-04-25,1250.449951171875,1265.489990234375,1249.969970703125,1267.5799560546875,242556000,0.012270499956597014,,,,1235.3219970703126,0,0,,0,0
2017-04-26,1265.989990234375,1281.0799560546875,1265.9300537109375,1294.8299560546875,329631008,0.01231931184017121,,,,1247.127978515625,0,0,,0,0
2017-04-27,1281.8800048828125,1317.72998046875,1281.300048828125,1319.699951171875,449196992,0.028608693970150645,,,,1264.331982421875,0,0,,0,0
2017-04-28,1317.739990234375,1316.47998046875,1292.3699951171875,1331.280029296875,527488992,-0.0009486010173004322,,,,1286.185986328125,0,0,,0,0
2017-04-29,1317.8399658203125,1321.7900390625,1315.2099609375,1327.199951171875,422705984,0.004033527795735514,,,,1300.5139892578125,0,0,,0,0
2017-04-30,1321.8699951171875,1347.8900146484375,1314.9200439453125,1347.9100341796875,413115008,0.019745931513033055,,,,1316.993994140625,0,0,1207.2099609375,0,0
2017-05-01,1348.300048828125,1421.5999755859375,1348.300048828125,1434.3199462890625,713624000,0.0546854417915732,,,,1345.097998046875,0,0,1207.2099609375,0,0
2017-05-02,1421.030029296875,1452.8199462890625,1415.68994140625,1473.9000244140625,477337984,0.021961150280870756,,,,1372.1159912109374,0,0,1207.2099609375,0,0
2017-05-03,1453.780029296875,1490.0899658203125,1447.489990234375,1492.77001953125,583795968,0.025653570923533042,,,,1406.83798828125,0,0,1250.1500244140625,0,0
2017-05-04,1490.719970703125,1537.6700439453125,1490.719970703125,1608.9100341796875,933548992,0.031931010352657774,,,,1450.0139892578125,0,0,1265.489990234375,0,0
2017-05-05,1540.8699951171875,1555.449951171875,1530.31005859375,1618.030029296875,946035968,0.011562888473097388,93.30994893913925,,,1491.5259765625,1,0,1281.0799560546875,0,1
2017-05-06,1556.81005859375,1578.800048828125,1542.5,1578.800048828125,582529984,0.01501179619354387,93.72021922734024,,,1522.9659912109375,1,0,1316.47998046875,0,1
2017-05-07,1579.469970703125,1596.7099609375,1559.760009765625,1596.719970703125,1080029952,0.011344002758720828,94.02299006903438,,,1551.743994140625,1,0,1316.47998046875,0,1
2017-05-08,1596.9200439453125,1723.3499755859375,1596.9200439453125,1723.3499755859375,1340320000,0.07931309865072889,95.62809238757266,,,1598.39599609375,1,0,1321.7900390625,0,1
2017-05-09,1723.8900146484375,1755.3599853515625,1716.300048828125,1833.489990234375,1167920000,0.018574294379609002,95.92590905655885,,,1641.933984375,1,0,1347.8900146484375,0,1
2017-05-10,1756.52001953125,1787.1300048828125,1719.0999755859375,1788.43994140625,915723008,0.018098862795306925,96.20241346710581,,,1688.2699951171876,1,0,1421.5999755859375,0,1
2017-05-11,1780.3699951171875,1848.5699462890625,1755.3499755859375,1873.9300537109375,799489984,0.034379111334029044,96.67271779532426,,,1742.223974609375,1,0,1452.8199462890625,0,1
2017-05-12,1845.760009765625,1724.239990234375,1694.010009765625,1856.1500244140625,740984000,-0.06725737173444557,76.12706092557276,,,1767.72998046875,1,0,1490.0899658203125,0,1
2017-05-13,1723.1199951171875,1804.9100341796875,1651.0799560546875,1812.989990234375,579635008,0.04678585603060226,79.21387724112196,,,1784.0419921875,1,0,1537.6700439453125,0,1
