timestamp,Open,Close,Low,High,Volume,change,RSI,SMA200,SMA50,SMA5,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2021-04-21,56471.12890625,53906.08984375,53695.46875,56757.97265625,54926612466,,,,,,0,0,,0,0
2021-04-22,53857.10546875,51762.2734375,50583.8125,55410.23046875,74798630778,-0.0397694659817468,,,,,0,0,,0,0
2021-04-23,51739.80859375,51093.65234375,47714.6640625,52120.79296875,86668667320,-0.012917150838772984,,,,,0,0,,0,0
2021-04-24,51143.2265625,50050.8671875,48805.28515625,51167.5625,49014494781,-0.02040928977310741,,,,,0,0,,0,0
2021-04-25,50052.83203125,49004.25390625,47159.484375,50506.01953125,46117114240,-0.02091099195802515,,,,51163.42734375,0,0,,0,0
2021-04-26,49077.79296875,54021.75390625,48852.796875,54288.00390625,58284039825,0.10238907033660749,,,,51186.56015625,0,0,,0,0
2021-04-27,54030.3046875,55033.1171875,53319.1875,55416.96484375,49448222757,0.018721407731506323,,,,51840.72890625,0,0,,0,0
2021-04-28,55036.63671875,54824.703125,53887.91796875,56227.20703125,48000572955,-0.003787066282106566,,,,52586.9390625,0,0,,0,0
2021-04-29,54858.08984375,53555.109375,52418.02734375,55115.84375,46088929780,-0.02315733013830157,,,,53287.7875,0,0,,0,0
2021-04-30,53568.6640625,57750.17578125,53129.6015625,57900.71875,52395931985,0.07833176806484676,,,,55036.971875,0,0,49004.25390625,0,0
2021-05-01,57714.6640625,57828.05078125,57052.2734375,58448.33984375,42836427360,0.0013484807439372304,,,,55798.23125,0,0,49004.25390625,0,0
2021-05-02,57825.86328125,56631.078125,56141.90625,57902.59375,38177405335,-0.020698824187899145,,,,56117.8234375,0,0,49004.25390625,0,0
2021-05-03,56620.2734375,57200.29296875,56590.87109375,58973.30859375,51713139031,0.010051280367532334,,,,56592.94140625,0,0,49004.25390625,0,0
2021-05-04,57214.1796875,53333.5390625,53191.42578125,57214.1796875,68564706967,-0.06760024652955021,,,,56548.62734375,0,0,49004.25390625,0,0
2021-05-05,53252.1640625,57424.0078125,52969.0546875,57911.36328125,69241316747,0.07669599321369813,56.661447003156205,,,56483.39375,0,0,53333.5390625,0,0
2021-05-06,57441.30859375,56396.515625,55382.5078125,58363.31640625,69523285106,-0.01789307689659958,54.38249486801164,,,56197.08671875,0,0,53333.5390625,0,0
2021-05-07,56413.953125,57356.40234375,55321.84765625,58606.6328125,68434023376,0.017020319573156195,56.15659432204437,,,56342.1515625,0,0,53333.5390625,0,0
2021-05-08,57352.765625,58803.77734375,56975.2109375,59464.61328125,65382980634,0.02523475916996243,58.76095313997176,,,56662.8484375,0,0,53333.5390625,0,0
2021-05-09,58877.390625,58232.31640625,56482.00390625,59210.8828125,65906690347,-0.009718099130935132,57.3133728206743,,,57642.60390625,0,0,53333.5390625,0,0
2021-05-10,58250.87109375,55859.796875,54071.45703125,59519.35546875,71776546298,-0.04074231762821234,51.62696075248687,,,57329.76171875,0,0,53333.5390625,0,0
2021-05-11,55847.2421875,56704.57421875,54608.65234375,56872.54296875,61308396325,0.01512317249631967,53.39987050651067,,,57391.3734375,0,0,53333.5390625,0,0
2021-05-12,56714.53125,49150.53515625,49150.53515625,57939.36328125,75215403907,-0.1332174549686006,39.46940839887007,,,55750.2,0,0,49150.53515625,0,0
2021-05-13,49735.43359375,49716.19140625,46980.01953125,51330.84375,96721152926,0.011508648851976444,40.71655300859399,,,53932.6828125,0,0,49150.53515625,0,0
2021-05-14,49682.98046875,49880.53515625,48868.578125,51438.1171875,55737497453,0.00330563837155351,41.0962786412209,,,52262.3265625,0,0,49150.53515625,0,0
2021-05-15,49855.49609375,46760.1875,46664.140625,50639.6640625,59161047474,-0.06255641898138342,36.337204653787595,,,50442.4046875,0,0,46760.1875,0,0
2021-05-16,46716.63671875,46456.05859375,43963.3515625,49720.04296875,64047871555,-0.0065040138312105755,35.90082570073786,,,48392.7015625,0,0,46456.05859375,0,0
2021-05-17,46415.8984375,43537.51171875,42207.2890625,46623.55859375,74903638450,-0.06282381595309616,31.937117676487514,,,47270.096875,0,0,43537.51171875,0,0
2021-05-18,43488.05859375,42909.40234375,42367.83203125,45812.45703125,56187365084,-0.014426855146374762,31.140274351215997,,,45908.7390625,0,0,42909.40234375,0,0
2021-05-19,42944.9765625,37002.44140625,30681.49609375,43546.1171875,126358098747,-0.13766122609163733,24.858692658095887,,,43333.1203125,0,1,37002.44140625,1,0
2021-05-20,36753.66796875,40782.73828125,35050.6171875,42462.984375,88281943359,0.10216344466291027,34.03015399907605,,,42137.63046875,0,0,37002.44140625,0,0
2021-05-21,40596.94921875,37304.69140625,33616.453125,42172.171875,82051616861,-0.08528232829817228,30.358706943638165,,,40307.35703125,0,0,37002.44140625,0,0
2021-05-22,37371.03125,37536.6328125,35383.68359375,38831.0546875,57377273240,0.006217486259949112,30.894152955738736,,,39107.18125,0,0,37002.44140625,0,0
2021-05-23,37531.44921875,34770.58203125,31227.33984375,38289.21875,78469274361,-0.0736893688644572,28.11767159237521,,,37479.4171875,0,1,34770.58203125,1,0
2021-05-24,34700.36328125,38705.98046875,34551.08203125,39835.140625,67359584098,0.11318183957815453,36.81781399804077,,,37820.125,0,0,34770.58203125,0,0
2021-05-25,38795.78125,38402.22265625,36581.4296875,39776.3515625,56211915803,-0.007847826326095597,36.4510909655682,,,37344.021875,0,0,34770.58203125,0,0
2021-05-26,38392.625,39294.19921875,37905.8359375,40782.078125,51346735160,0.023227211885217036,38.391665491633745,,,37741.9234375,0,0,34770.58203125,0,0
2021-05-27,39316.890625,38436.96875,37247.90234375,40379.6171875,43210968721,-0.021815700174415475,37.21548295915196,,,37921.990625,0,0,34770.58203125,0,0
2021-05-28,38507.08203125,35697.60546875,34779.0390625,38856.96875,55200191952,-0.07126897282320166,33.665993266773725,,,38107.3953125,0,0,34770.58203125,0,0
2021-05-29,35684.15625,34616.06640625,33693.9296875,37234.5,45231013335,-0.03029724398312339,32.35395384387795,,,37289.4125,0,0,34616.06640625,0,0
2021-05-30,34607.40625,35678.12890625,33520.73828125,36400.66796875,31646080921,0.03068120125307594,35.03158215560454,,,36744.59375,0,0,34616.06640625,0,0
2021-05-31,35658.59375,37332.85546875,34241.9453125,37468.25,39009847639,0.04637929771620186,39.07775664808544,,,36352.325,0,0,34616.06640625,0,0
2021-06-01,37293.79296875,36684.92578125,35787.0859375,37896.734375,34639423297,-0.017355481635803582,38.0777566581663,,,36001.91640625,0,0,34616.06640625,0,0
2021-06-02,36699.921875,37575.1796875,35966.30859375,38231.33984375,33070867190,0.02426756732611457,40.33691549131843,,,36377.43125,0,0,34616.06640625,0,0
2021-06-03,37599.41015625,39208.765625,37243.97265625,39478.953125,35460750427,0.043475133082156336,44.34913585624577,,,37295.97109375,0,0,34616.06640625,0,0
2021-06-04,39242.484375,36894.40625,35717.72265625,39242.484375,41831090187,-0.05902658087058821,40.22228038524972,,,37539.2265625,0,0,34616.06640625,0,0
2021-06-05,36880.15625,35551.95703125,34900.4140625,37917.71484375,35959473399,-0.03638625350557034,38.01267710217663,,,37183.046875,0,0,34616.06640625,0,0
2021-06-06,35538.609375,35862.37890625,35304.578125,36436.421875,28913440585,0.008731498936251025,38.84922101974093,,,37018.5375,0,0,34616.06640625,0,0
2021-06-07,35835.265625,33560.70703125,33480.640625,36790.5703125,33683936663,-0.06418068028941804,35.07003836356477,,,36215.64296875,0,0,33560.70703125,0,0
2021-06-08,33589.51953125,33472.6328125,31114.443359375,34017.38671875,49902050442,-0.0026243254847995168,34.9300137456442,,,35068.41640625,0,0,33472.6328125,0,0
2021-06-09,33416.9765625,37345.12109375,32475.865234375,37537.37109375,53972919008,0.11569117681725527,45.27600177372272,,45937.999140625,35158.559375,0,0,33472.6328125,0,0
2021-06-10,37389.515625,36702.59765625,35847.59375,38334.32421875,43576032854,-0.01720501684509279,44.025234582965126,,45593.929296875,35388.6875,0,0,33472.6328125,0,0
2021-06-11,36697.03125,37334.3984375,36044.44921875,37608.6953125,38699736985,0.01721406171757467,45.616175408866376,,45305.371796875,35683.09140625,0,0,33472.6328125,0,0
2021-06-12,37340.14453125,35552.515625,34728.19140625,37408.92578125,37924228550,-0.047727642256857994,41.991210533476334,,44994.5490625,36081.453125,0,0,33472.6328125,0,0
2021-06-13,35555.7890625,39097.859375,34864.109375,39322.78125,40669112838,0.09972131894675185,50.431454544638356,,44775.48890625,37206.4984375,0,0,33472.6328125,0,0
2021-06-14,39016.96875,40218.4765625,38757.28515625,40978.36328125,43148914673,0.028661855288592664,52.77060006321588,,44599.773359375,37781.16953125,0,0,33472.6328125,0,0
2021-06-15,40427.16796875,40406.26953125,39609.46875,41295.26953125,46420149185,0.004669320789865594,53.16942953653121,,44327.463671875,38521.90390625,0,0,33472.6328125,0,0
2021-06-16,40168.69140625,38347.0625,38176.03515625,40516.77734375,39211635100,-0.05096256237308472,48.348172876603826,,43993.742578125,38724.43671875,0,0,33472.6328125,0,0
2021-06-17,38341.421875,38053.50390625,37439.67578125,39513.671875,37096670047,-0.007655308506355651,47.684347930722105,,43658.31859375,39224.634375,0,0,33472.6328125,0,0
2021-06-18,38099.4765625,35787.24609375,35255.85546875,38187.26171875,36200887275,-0.0595545108824469,42.79889071510585,,43302.961328125,38562.51171875,0,0,35552.515625,0,0
2021-06-19,35854.52734375,35615.87109375,34933.0625,36457.796875,31207279719,-0.004788717174578294,42.44474973873532,,42860.275234375,37641.990625,0,0,35552.515625,0,0
2021-06-20,35563.140625,35698.296875,33432.07421875,36059.484375,36664034054,0.002314299179515533,42.69037415087788,,42417.68015625,36700.39609375,0,0,35552.515625,0,0
2021-06-21,35641.14453125,31676.693359375,31295.935546875,35721.640625,52809038594,-0.11265533282181261,34.87100217179373,,41918.5924609375,35366.322265625,0,0,31676.693359375,0,0
2021-06-22,31622.376953125,32505.66015625,28893.62109375,33292.453125,58964353058,0.02616961270137308,37.4156643019068,,41424.6998046875,34256.753515625,0,0,31676.693359375,0,0
2021-06-23,32515.71484375,33723.02734375,31772.6328125,34753.41015625,46317108925,0.0374509295196066,41.05776121575533,,41032.4895703125,33843.909765625,0,0,31676.693359375,0,0
2021-06-24,33682.80078125,34662.4375,32385.21484375,35228.8515625,33123368116,0.027856637741157764,43.776825989184864,,40577.2581640625,33653.223046875,0,0,31676.693359375,0,0
2021-06-25,34659.10546875,31637.779296875,31350.884765625,35487.24609375,40230904226,-0.0872604012088013,37.74009704821894,,40082.0834375,32841.11953125,0,0,31637.779296875,0,0
