2023-04-25 19:11:34.494152,1820.80,0,UP
2023-04-25 19:11:34.857637,1820.81,0,UP
2023-04-25 19:11:36.116479,1820.81,0,
2023-04-25 19:11:37.389459,1820.81,0,
2023-04-25 19:11:38.503448,1819.32,level-1,DOWN
2023-04-25 19:11:39.607950,1819.97,level-0.5,UP
2023-04-25 19:11:40.715819,1819.97,0,
2023-04-25 19:11:41.988220,1819.96,0,DOWN
2023-04-25 19:11:43.101720,1819.97,0,UP
2023-04-25 19:11:44.375656,1819.78,0,DOWN
2023-04-25 19:11:45.570916,1819.60,0,DOWN
2023-04-25 19:11:46.852066,1819.60,0,
2023-04-25 19:11:47.980813,1819.47,0,DOWN
2023-04-25 19:11:49.096056,1819.05,0,DOWN
2023-04-25 19:11:50.222011,1819.25,0,UP
2023-04-25 19:11:51.486320,1819.25,0,
2023-04-25 19:11:52.603342,1819.40,0,UP
2023-04-25 19:11:53.873056,1819.60,0,UP
2023-04-25 19:11:54.985651,1819.60,0,
2023-04-25 19:11:56.246296,1819.32,0,DOWN
2023-04-25 19:11:57.338775,1819.31,0,DOWN
2023-04-25 19:11:58.618109,1819.15,0,DOWN
2023-04-25 19:11:59.878252,1819.15,0,
2023-04-25 19:12:00.981173,1819.15,0,
2023-04-25 19:12:02.184164,1819.15,0,
2023-05-10 18:24:32.513726,1840.38,0,UP
2023-05-10 18:24:32.756099,1840.38,0,
2023-05-10 18:24:34.014667,1840.38,0,
2023-05-10 18:24:35.291148,1840.35,0,DOWN
2023-05-10 18:24:36.397416,1840.35,0,
2023-05-10 18:24:37.534495,1840.35,0,
2023-05-10 18:24:38.641788,1840.35,0,
2023-05-10 18:24:39.755275,1840.34,0,DOWN
2023-05-10 18:24:41.028866,1840.34,0,
2023-05-10 18:24:42.137215,1840.34,0,
2023-05-10 18:24:43.400313,1840.35,0,UP
2023-05-10 18:24:44.654945,1840.34,0,DOWN
2023-05-10 18:24:45.770487,1840.23,0,DOWN
2023-05-10 18:24:46.878824,1840.23,0,
2023-05-10 18:26:02.019918,1839.03,0,UP
2023-05-10 18:26:02.367580,1839.03,0,
2023-05-10 18:26:02.532241,1839.03,0,
2023-05-10 18:26:02.890277,1838.83,0,DOWN
2023-05-10 18:26:03.189701,1838.83,0,
2023-05-10 18:26:04.476475,1838.83,0,
2023-05-10 18:26:04.640069,1838.83,0,
2023-05-10 18:26:05.874285,1838.83,0,
2023-05-10 18:26:05.982157,1838.83,0,
2023-05-10 18:26:07.213252,1838.83,0,
2023-05-10 18:26:07.306483,1838.83,0,
2023-05-10 18:26:08.473091,1838.83,0,
2023-05-10 18:26:08.572964,1838.83,0,
2023-05-10 18:26:09.729220,1838.83,0,
2023-05-10 18:26:09.837204,1838.83,0,
2023-05-10 18:26:11.019521,1838.83,0,
2023-05-10 18:26:11.114029,1838.83,0,
2023-05-10 18:26:12.502329,1838.83,0,
2023-05-10 18:26:12.573934,1838.83,0,
2023-05-10 18:26:13.802448,1838.83,0,
2023-05-10 18:26:13.874479,1838.83,0,
2023-05-10 18:26:15.362366,1838.83,0,
2023-05-10 18:26:15.546263,1838.83,0,
2023-05-10 18:26:16.946286,1838.83,0,
2023-05-10 18:26:17.044245,1838.83,0,
2023-05-10 18:26:18.289798,1838.84,0,UP
2023-05-10 18:26:18.394103,1838.84,0,
2023-05-10 18:26:19.704424,1838.83,0,DOWN
2023-05-10 18:26:19.807794,1838.83,0,
2023-05-10 18:26:20.941112,1838.83,0,
2023-05-10 18:26:21.122014,1838.83,0,
2023-05-10 18:26:22.339709,1838.83,0,
2023-05-10 18:26:22.439167,1838.83,0,
2023-05-10 18:26:23.753659,1838.83,0,
2023-05-10 18:26:23.827029,1838.83,0,
2023-05-10 18:26:24.997303,1838.83,0,
2023-05-10 18:26:25.072822,1838.83,0,
2023-05-10 18:26:26.229504,1838.83,0,
2023-05-10 18:26:26.330926,1838.83,0,
2023-05-10 18:26:27.699930,1838.83,0,
2023-05-10 18:26:27.802011,1838.83,0,
2023-05-10 18:26:28.965506,1838.83,0,
2023-05-10 18:26:29.227113,1838.83,0,
2023-05-10 18:26:30.543326,1838.68,0,DOWN
2023-05-10 18:26:30.781549,1838.68,0,
2023-05-10 18:26:32.020744,1838.68,0,
2023-05-10 18:26:32.116290,1838.68,0,
2023-05-10 18:26:33.250515,1838.68,0,
2023-05-10 18:26:33.337798,1838.68,0,
2023-05-10 18:26:34.569375,1838.68,0,
2023-05-10 18:26:34.832961,1838.68,0,
2023-05-10 18:26:36.070231,1838.68,0,
2023-05-10 18:26:36.139889,1838.68,0,
2023-05-10 18:26:37.344703,1837.73,level-0.5,DOWN
2023-05-10 18:26:37.446120,1837.73,0,
2023-05-10 18:26:37.546610,1837.73,0,
2023-05-10 18:26:37.617928,1837.73,0,
2023-05-10 18:26:38.750507,1837.71,0,DOWN
2023-05-10 18:26:39.006886,1837.71,0,
2023-05-10 18:26:39.078078,1837.71,0,
2023-05-10 18:26:39.171326,1837.71,0,
2023-05-10 18:26:40.384183,1837.71,0,
2023-05-10 18:26:40.454727,1837.71,0,
2023-05-10 18:26:40.530006,1837.70,0,DOWN
2023-05-10 18:26:40.600408,1837.70,0,
2023-05-10 18:26:41.751310,1837.70,0,
2023-05-10 18:26:41.823722,1837.70,0,
2023-05-10 18:26:42.006184,1837.70,0,
2023-05-10 18:26:42.108096,1837.70,0,
