2023-01-06 03:36:34.779292,c5124abd-c485-4e60-8449-061265caf081,1253.15,1252.75
2023-01-06 03:36:35.162488,e2ac89f9-e664-442b-a1b5-74e3735cb935,1253.15,1252.75
2023-01-06 07:52:32.088568,306a1b2e-0d9c-446e-a7fe-f3ec86296d9a,1249.15,1249.65
2023-01-06 07:53:48.831623,f5f14aed-1860-42d1-9c24-d640a2c5bb2a,1251.1,1250.65
2023-01-06 07:53:49.230018,8ca44d5a-631b-48b0-a982-f7fd320250ff,1251.1,1250.65
2023-01-06 07:56:11.028633,0168bdbd-a255-4c52-b120-70cb5010ea56,1249.15,1249.5
2023-01-06 07:56:11.456307,cb12df56-4159-4aaa-b43a-8f815fd7a8bd,1249.15,1249.5
2023-01-06 07:57:44.224022,89c7f1ee-bf74-4dd2-84f0-36f6543af749,1251,1250.5
2023-01-09 01:14:41.925225,081030a1-88b3-48fc-b767-7372bde659cf,1265.3,1265.55
2023-01-09 01:18:20.285707,2c6ba482-8f11-418c-93b1-4aa0fa89fb16,1267.05,1266.55
2023-01-09 01:18:20.914429,46791d96-cf5b-42d3-acf0-164489cfc68c,1267.05,1266.55
2023-01-09 01:19:30.577938,c15c35a4-3153-4799-891e-fb590b8add80,1265.05,1265.55
2023-01-09 01:19:31.024141,f819c6f8-eed2-4e63-a681-c9aeae56ca29,1265.05,1265.55
2023-01-09 12:06:02.004449,fce72c4b-961f-478c-bafd-9fe8bc8439fb,1311.4,1310.9
2023-01-09 12:06:38.440320,f26ebbae-39f3-4891-902e-ff917518e271,1312.35,1312.15
2023-01-09 12:06:42.203225,245dc866-9765-417c-a1aa-c2541a9d5987,1313.6,1313.5
2023-01-10 13:06:16.766361,60b4cc72-e576-4054-bb2a-8b0e7988d0df,1325.35,1325.8
2023-01-10 13:15:49.365241,8be41550-e9b1-4fab-bf9c-8d88654d9a89,1324.3,1324.3
2023-01-10 13:15:49.924048,2720f285-7488-438c-86cb-daa30c16c368,1324.3,1324.3
2023-01-10 13:16:31.576673,adc5accc-5b6d-467d-b88c-1097c8d4cea4,1325.85,1325.45
2023-01-10 13:23:06.429558,fb8a81ac-1260-4bce-8118-08b4c19c58da,1323.95,1324.3
